"playerID";"tmID";"pos";"award";"playerScore";"postPlayerScore";"year";"dq";"PostDQ";"threeAccuracy";"postThreeAccuracy";"firstseason";"lastseason";"height";"weight";"won";"post_wins";"rank";"playoff";"firstRound";"semis";"finals";"homeW";"min";"attend";"W";"teams_score"
12.0;4.0;2.0;-1.0;-0.23046918156075982;-0.6829614249605173;1;0;0;0.375;-1.0;0;0;67.0;125;-1;-1;4;1;0;0;0;7;6400;244134;0.0;2287.2999999999997
12.0;10.0;2.0;-1.0;-1.1701537260305057;-1.0589862348910237;2;0;0;0.0;0.0;0;0;67.0;125;-1;-1;4;0;0;0;0;11;6500;105525;4.0;2153.3
12.0;10.0;2.0;-1.0;-1.0212450674592357;-1.0;3;0;0;0.25;-1.0;0;0;67.0;125;-1;-1;2;1;0;0;0;11;6450;106670;0.0;2312.5999999999995
13.0;11.0;0.0;-1.0;0.4060493034539499;-0.6382513843564948;1;1;0;0.36;0.0;0;0;71.0;165;-1;-1;2;0;0;0;0;13;6500;137532;3.0;2286.2
13.0;11.0;0.0;-1.0;-0.3748425300787278;-0.7105297284208139;2;0;0;0.2;0.5;0;0;71.0;165;-1;-1;1;1;0;0;0;14;6425;147373;1.0;2219.899999999999
13.0;11.0;0.0;-1.0;-0.73894112154349;-1.0;3;2;0;0.19230769230769232;-1.0;0;0;71.0;165;-1;-1;7;1;0;0;0;4;6550;149084;-1.0;2170.9999999999995
13.0;10.0;0.0;-1.0;-0.8093824098489125;-1.0;5;0;0;0.0;-1.0;0;0;71.0;165;-1;-1;5;1;0;0;0;10;6900;116383;-1.0;2035.2000000000003
14.0;0.0;1.0;-1.0;1.1162991612288224;-1.0;9;2;0;0.0;-1.0;0;0;75.0;211;-1;-1;7;0;0;0;0;9;6900;118463;-1.0;2845.0
14.0;0.0;1.0;-1.0;1.7676161536099262;-1.0;10;1;0;0.25;-1.0;0;0;75.0;211;-1;-1;5;0;0;0;0;9;6875;128127;-1.0;2786.1
15.0;3.0;2.0;0.0;0.1291771995785781;-0.11685409550066685;1;1;0;0.2;0.2857142857142857;0;0;71.0;147;-1;-1;2;1;0;0;0;14;6475;196077;6.0;2656.400000000001
15.0;3.0;2.0;0.0;1.0315621566510995;-0.022335061820081284;2;1;0;0.3333333333333333;0.125;0;0;71.0;147;-1;-1;4;1;0;0;0;11;6450;181115;0.0;2243.0000000000005
15.0;3.0;2.0;0.0;0.4238675045124147;0.032464756324815526;3;0;0;0.2702702702702703;0.2857142857142857;0;0;71.0;147;-1;-1;2;1;0;0;0;14;6425;188648;1.0;2232.0999999999995
15.0;3.0;2.0;0.0;0.41169666205694133;0.2925599641237896;4;0;0;0.24324324324324326;0.2;0;0;71.0;147;-1;-1;2;1;0;0;0;14;6825;150203;1.0;2371.2
15.0;3.0;2.0;0.0;0.09685639601992488;0.34139126467198266;6;0;0;0.1875;0.0;0;0;71.0;147;-1;-1;3;0;0;0;0;11;6875;120676;2.0;2369.8
16.0;12.0;1.0;-1.0;0.2643585312609739;-1.0;1;0;0;0.5;-1.0;0;0;77.0;198;-1;-1;6;1;0;0;0;9;6475;127721;-1.0;1722.5
16.0;12.0;1.0;-1.0;-0.2536794748559517;-1.0;2;0;0;-1.0;-1.0;0;0;77.0;198;-1;-1;3;0;0;0;0;10;6575;141717;1.0;2222.2999999999997
16.0;13.0;1.0;-1.0;0.3344070473129464;-1.1360404992210458;3;0;0;0.0;-1.0;0;0;77.0;198;-1;-1;1;1;0;0;0;12;6475;186410;6.0;2613.5
16.0;12.0;1.0;-1.0;-0.6065252614457456;-1.0;3;0;0;-1.0;-1.0;0;0;77.0;198;-1;-1;6;1;0;0;0;9;6475;141252;-1.0;2199.5
17.0;14.0;4.0;-1.0;-0.17292358888141926;0.7499290463461793;7;0;0;0.29411764705882354;-1.0;0;0;72.0;172;-1;-1;3;1;0;0;0;12;6850;122768;0.0;2586.2
17.0;6.0;4.0;-1.0;-0.22422501626272703;-1.6754203495311988;8;0;0;0.0;-1.0;0;0;72.0;172;-1;-1;3;1;0;0;0;12;6950;142575;1.0;2652.5
17.0;6.0;4.0;-1.0;-0.3773250440995405;-1.0;9;0;0;0.0;-1.0;0;0;72.0;172;-1;-1;4;1;0;0;0;13;6800;139066;1.0;2475.0
17.0;8.0;4.0;-1.0;1.082179655547492;-1.0;10;0;0;0.0;-1.0;0;0;72.0;172;-1;-1;2;1;0;0;0;13;7025;133858;1.0;2585.0999999999995
18.0;9.0;4.0;-1.0;-0.4057445347394768;0.08982279693839325;9;0;0;0.2926829268292683;0.5;0;0;70.0;143;-1;-1;1;1;0;0;0;15;6850;135722;4.0;2645.3
19.0;0.0;0.0;1.0;1.3870831068713587;-1.0;7;0;0;0.35294117647058826;-1.0;0;0;72.0;179;-1;-1;7;0;0;0;0;8;6825;109522;-1.0;2510.1
19.0;0.0;0.0;1.0;2.0744443892381397;-1.0;8;0;0;0.41935483870967744;-1.0;0;0;72.0;179;-1;-1;6;0;0;0;0;7;6875;121019;-1.0;2767.9000000000005
19.0;0.0;0.0;1.0;1.4115140183406252;-1.0;9;0;0;0.31746031746031744;-1.0;0;0;72.0;179;-1;-1;7;0;0;0;0;9;6900;118463;-1.0;2845.0
19.0;0.0;0.0;1.0;2.5698071417082544;-1.0;10;0;0;0.6428571428571429;-1.0;0;0;72.0;179;-1;-1;5;0;0;0;0;9;6875;128127;-1.0;2786.1
20.0;0.0;4.0;-1.0;2.5227810065369827;-1.0;1;0;0;-1.0;-1.0;0;0;74.0;172;-1;-1;6;0;0;0;0;8;6425;116638;-1.0;2142.0
20.0;8.0;4.0;-1.0;-3.2071296301054297;-1.0;1;0;0;0.0;-1.0;0;0;74.0;172;-1;-1;8;1;0;0;0;4;6475;142594;-1.0;1688.2000000000003
21.0;14.0;0.0;-1.0;-0.8381626238097919;-1.0;4;0;0;-1.0;-1.0;0;0;75.0;177;-1;-1;5;1;0;0;0;11;6875;141778;-1.0;2586.7
22.0;2.0;2.0;-1.0;0.40578470054189963;-1.0;1;0;0;0.4166666666666667;-1.0;0;0;68.0;143;-1;-1;5;1;0;0;0;12;6400;103442;-1.0;2344.9
22.0;2.0;2.0;-1.0;0.14212356540628196;-0.6052907265158551;2;1;0;0.5135135135135135;0.2857142857142857;0;0;68.0;143;-1;-1;3;0;0;0;0;9;6475;110507;0.0;2222.8999999999996
22.0;2.0;2.0;-1.0;0.2722440512360921;0.15499127152132086;3;0;0;0.44565217391304346;0.3684210526315789;0;0;68.0;143;-1;-1;3;1;0;0;0;12;6450;118720;2.0;2330.1999999999994
22.0;9.0;2.0;-1.0;-0.19129485227679865;-1.0;4;2;0;0.4020618556701031;-1.0;0;0;68.0;143;-1;-1;6;0;0;0;0;9;6825;176526;-1.0;2086.7000000000003
23.0;11.0;2.0;-1.0;-0.20670400406520584;-0.3209776143079256;1;0;0;0.3333333333333333;0.6666666666666666;0;0;64.0;125;-1;-1;2;0;0;0;0;13;6500;137532;3.0;2286.2
23.0;11.0;2.0;-1.0;-0.3041497331886558;-1.5675443794691681;2;0;0;0.38461538461538464;0.0;0;0;64.0;125;-1;-1;1;1;0;0;0;14;6425;147373;1.0;2219.899999999999
23.0;11.0;2.0;-1.0;-0.8645851366269836;-1.0;3;0;0;0.07142857142857142;-1.0;0;0;64.0;125;-1;-1;7;1;0;0;0;4;6550;149084;-1.0;2170.9999999999995
24.0;7.0;2.0;-1.0;0.17677170891154567;-1.0;7;0;0;0.2727272727272727;-1.0;0;0;68.0;125;-1;-1;5;1;0;0;0;7;6875;155048;-1.0;2292.9000000000005
24.0;13.0;2.0;-1.0;0.37057066984690623;-1.0;8;1;0;0.21212121212121213;-1.0;0;0;68.0;125;-1;-1;7;1;0;0;0;5;6900;147810;-1.0;2616.4
24.0;7.0;2.0;-1.0;0.9935272647173693;-1.0;8;0;0;1.0;-1.0;0;0;68.0;125;-1;-1;4;0;0;0;0;10;6850;147866;1.0;2438.1000000000004
24.0;14.0;2.0;-1.0;1.0262098805712494;-1.0;9;0;0;0.0;-1.0;0;0;68.0;125;-1;-1;4;1;0;0;0;11;6950;130941;1.0;2562.5
24.0;15.0;2.0;-1.0;2.934972206485172;-1.0;10;0;0;-1.0;-1.0;0;0;68.0;125;-1;-1;3;1;0;0;0;11;6975;136069;3.0;2718.5
25.0;14.0;1.0;-1.0;0.9563794005436131;-1.6500377683401328;8;0;0;-1.0;-1.0;0;0;79.0;218;-1;-1;2;1;0;0;0;12;6875;133915;3.0;2609.7999999999997
25.0;16.0;1.0;-1.0;0.38977101811614706;-1.0;9;0;0;0.3333333333333333;-1.0;0;0;79.0;218;-1;-1;7;0;0;0;0;1;6825;141379;-1.0;2468.7000000000003
25.0;14.0;1.0;-1.0;0.45779871912865416;-1.0;9;0;0;0.4;-1.0;0;0;79.0;218;-1;-1;4;1;0;0;0;11;6950;130941;1.0;2562.5
26.0;6.0;1.0;-1.0;-1.214117234751547;-1.0;1;0;0;0.0;-1.0;0;0;75.0;185;-1;-1;3;0;0;0;0;13;6400;126841;0.0;2698.4
27.0;12.0;0.0;-1.0;0.7937819909944603;0.40401739718832447;2;2;0;0.375;0.5454545454545454;0;0;77.0;182;-1;-1;3;0;0;0;0;10;6575;141717;1.0;2222.2999999999997
27.0;7.0;0.0;-1.0;0.5975310326251326;-1.0;4;0;0;0.3626373626373626;-1.0;0;0;77.0;182;-1;-1;6;1;0;0;0;11;6850;212346;-1.0;2433.7999999999997
27.0;7.0;0.0;-1.0;0.8600990053366969;0.07581293069657097;5;0;0;0.4608695652173913;0.3076923076923077;0;0;77.0;182;-1;-1;2;0;0;0;0;11;6900;168062;2.0;2350.0
27.0;7.0;0.0;-1.0;0.5366176306949414;-0.13955908085144075;6;1;0;0.38823529411764707;0.3333333333333333;0;0;77.0;182;-1;-1;3;1;0;0;0;10;6925;172381;0.0;2396.6
28.0;17.0;2.0;-1.0;-1.2739076066121635;-1.0;2;0;0;0.0;-1.0;0;0;70.0;156;-1;-1;7;0;0;0;0;6;6525;137656;-1.0;2068.7
28.0;17.0;2.0;-1.0;-0.14872973148079546;-1.0;3;0;0;0.22727272727272727;-1.0;0;0;70.0;156;-1;-1;5;0;0;0;0;9;6475;128656;-1.0;2302.4000000000005
28.0;9.0;2.0;-1.0;-0.7573852274829483;-1.0;4;0;0;0.28846153846153844;-1.0;0;0;70.0;156;-1;-1;6;0;0;0;0;9;6825;176526;-1.0;2086.7000000000003
29.0;11.0;0.0;-1.0;1.1276723297892643;0.41018173833472676;1;0;0;0.0;0.0;0;0;71.0;165;-1;-1;2;0;0;0;0;13;6500;137532;3.0;2286.2
29.0;11.0;0.0;-1.0;3.336594401306485;-1.0;2;0;0;-1.0;-1.0;0;0;71.0;165;-1;-1;1;1;0;0;0;14;6425;147373;1.0;2219.899999999999
29.0;8.0;0.0;-1.0;-0.21862169244750346;-0.34638839836698165;3;1;0;0.25;0.5;0;0;71.0;165;-1;-1;4;0;0;0;0;10;6450;111774;0.0;2458.8
29.0;8.0;0.0;-1.0;-0.1177087743277004;-1.0;4;1;0;0.3870967741935484;-1.0;0;0;71.0;165;-1;-1;5;1;0;0;0;13;6850;120857;-1.0;2628.7
29.0;8.0;0.0;-1.0;-0.22926173142555467;-0.20388147586452468;5;0;0;0.5;-1.0;0;0;71.0;165;-1;-1;2;0;0;0;0;13;6825;134291;6.0;2617.2999999999997
30.0;8.0;1.0;-1.0;-0.4915442301381397;-1.0;1;2;0;0.1111111111111111;-1.0;0;0;77.0;185;-1;-1;8;1;0;0;0;4;6475;142594;-1.0;1688.2000000000003
30.0;8.0;1.0;-1.0;-0.01613401981503194;-1.0;2;0;0;1.0;-1.0;0;0;77.0;185;-1;-1;8;0;0;0;0;5;6550;95257;-1.0;1979.3000000000002
30.0;18.0;1.0;-1.0;-1.3137678545192408;-1.0;3;0;0;-1.0;-1.0;0;0;77.0;185;-1;-1;7;0;0;0;0;10;6400;139798;-1.0;2151.9
31.0;8.0;1.0;-1.0;0.607911125382713;-0.4310835785831246;6;1;0;0.2857142857142857;-1.0;0;0;76.0;203;-1;-1;2;1;0;0;0;14;6825;151150;1.0;2541.0
31.0;8.0;1.0;-1.0;-0.7633168119929307;0.4369416688927499;10;0;0;0.2727272727272727;0.5384615384615384;0;0;76.0;203;-1;-1;2;1;0;0;0;13;7025;133858;1.0;2585.0999999999995
32.0;0.0;0.0;-1.0;-1.9961579681458423;-1.0;6;0;0;-1.0;-1.0;0;0;73.0;163;-1;-1;6;1;0;0;0;11;6850;113447;-1.0;2288.1000000000004
32.0;15.0;0.0;-1.0;-0.8317499690137092;-1.339806220449326;7;0;0;0.14285714285714285;0.0;0;0;73.0;163;-1;-1;2;1;0;0;0;14;6825;159453;7.0;2589.1000000000004
33.0;8.0;0.0;-1.0;-1.1393792699257763;-1.0;6;0;0;-1.0;-1.0;0;0;72.0;170;-1;-1;2;1;0;0;0;14;6825;151150;1.0;2541.0
33.0;7.0;0.0;-1.0;0.07060921702272474;-1.0;7;0;0;0.32608695652173914;-1.0;0;0;72.0;170;-1;-1;5;1;0;0;0;7;6875;155048;-1.0;2292.9000000000005
33.0;7.0;0.0;-1.0;0.2508916785835496;-0.5041955317148663;8;0;0;0.3118279569892473;0.0;0;0;72.0;170;-1;-1;4;0;0;0;0;10;6850;147866;1.0;2438.1000000000004
33.0;7.0;0.0;-1.0;0.3221631533337378;0.045955344791956454;9;0;0;0.36666666666666664;0.3333333333333333;0;0;72.0;170;-1;-1;3;1;0;0;0;11;6900;153772;3.0;2691.1000000000004
33.0;7.0;0.0;-1.0;0.14371338168161385;-1.0;10;0;0;0.41304347826086957;-1.0;0;0;72.0;170;-1;-1;7;1;0;0;0;8;6900;166604;-1.0;2626.0999999999995
34.0;10.0;5.0;-1.0;-0.8948847216766479;-1.0;1;1;0;0.0;-1.0;0;0;76.0;180;-1;-1;8;1;0;0;0;5;6475;90963;-1.0;2243.0
34.0;4.0;5.0;-1.0;-0.923958077192673;-1.0;2;0;0;0.0;-1.0;0;0;76.0;180;-1;-1;8;1;0;0;0;8;6500;246667;-1.0;2091.2999999999997
34.0;6.0;5.0;-1.0;-1.5233335355757656;-1.0;3;0;0;-1.0;-1.0;0;0;76.0;180;-1;-1;6;1;0;0;0;10;6575;144179;-1.0;2205.6000000000004
35.0;4.0;4.0;-1.0;0.8517130281203874;0.816303037391783;5;0;0;0.375;0.25;0;0;71.0;160;-1;-1;4;0;0;0;0;11;6850;214448;1.0;2460.3999999999996
35.0;4.0;4.0;-1.0;0.43114885989576185;-1.0;6;0;0;0.31683168316831684;-1.0;0;0;71.0;160;-1;-1;5;1;0;0;0;10;6900;171501;-1.0;2383.7000000000003
35.0;4.0;4.0;-1.0;1.7480325260895588;0.1719556377810757;7;4;0;0.3627450980392157;0.2;0;0;71.0;160;-1;-1;4;0;0;0;0;13;6850;133255;0.0;2841.7999999999997
35.0;4.0;4.0;-1.0;1.0187727004024143;-1.0;8;2;0;0.3219178082191781;-1.0;0;0;71.0;160;-1;-1;5;1;0;0;0;8;6900;133255;-1.0;2444.4
35.0;4.0;4.0;-1.0;0.5783163490186431;-1.0;9;2;0;0.3541666666666667;-1.0;0;0;71.0;160;-1;-1;6;0;0;0;0;6;6825;154637;-1.0;2237.4999999999995
35.0;4.0;4.0;-1.0;0.7151592312077706;-0.1491751434683953;10;2;0;0.29906542056074764;0.125;0;0;71.0;160;-1;-1;4;0;0;0;0;11;6875;192747;0.0;2485.1999999999994
36.0;8.0;2.0;-1.0;0.11884374364642603;-1.4165180213823254;9;0;0;0.6666666666666666;0.0;0;0;68.0;125;-1;-1;2;1;0;0;0;16;6800;140503;1.0;2551.0
37.0;14.0;0.0;-1.0;-0.5491409836094343;-1.0;6;0;0;0.0;-1.0;0;0;75.0;185;-1;-1;2;0;0;0;0;14;6925;142494;2.0;2354.3
38.0;9.0;1.0;-1.0;-3.8714670952233914;-1.0;9;0;0;0.0;-1.0;0;0;76.0;0;-1;-1;1;1;0;0;0;15;6850;135722;4.0;2645.3
39.0;11.0;5.0;-1.0;0.38652084526703984;-1.0;3;0;0;0.0;-1.0;0;0;74.0;188;-1;-1;7;1;0;0;0;4;6550;149084;-1.0;2170.9999999999995
39.0;11.0;5.0;-1.0;0.5047320126842514;-1.1775312569372112;4;0;0;0.0;-1.0;0;0;74.0;188;-1;-1;4;0;0;0;0;11;6825;125793;1.0;2308.8
39.0;3.0;5.0;-1.0;-0.3299038996486495;-1.0;5;1;0;-1.0;-1.0;0;0;74.0;188;-1;-1;6;1;0;0;0;9;6850;137455;-1.0;2240.5
40.0;17.0;2.0;2.0;-0.2218674705822708;-1.0;1;1;0;0.2833333333333333;-1.0;0;0;67.0;145;-1;-1;7;1;0;0;0;6;6525;133076;-1.0;1965.6
40.0;17.0;2.0;2.0;0.07957037974529396;-1.0;2;0;0;0.3150684931506849;-1.0;0;0;67.0;145;-1;-1;7;0;0;0;0;6;6525;137656;-1.0;2068.7
40.0;17.0;2.0;2.0;-0.1821060656609383;-1.0;3;0;0;0.4166666666666667;-1.0;0;0;67.0;145;-1;-1;5;0;0;0;0;9;6475;128656;-1.0;2302.4000000000005
40.0;8.0;2.0;2.0;-0.10688812622161199;-1.0;4;0;0;0.38095238095238093;-1.0;0;0;67.0;145;-1;-1;5;1;0;0;0;13;6850;120857;-1.0;2628.7
40.0;8.0;2.0;2.0;0.0053502658134473085;0.023383215049247234;5;0;0;0.4230769230769231;0.42857142857142855;0;0;67.0;145;-1;-1;2;0;0;0;0;13;6825;134291;6.0;2617.2999999999997
40.0;14.0;2.0;2.0;-0.04410709429465695;-0.369553343517144;6;0;0;0.3793103448275862;0.42857142857142855;0;0;67.0;145;-1;-1;2;0;0;0;0;14;6925;142494;2.0;2354.3
40.0;14.0;2.0;2.0;0.007326047586205335;-0.5757814288988867;7;0;0;0.3113207547169811;0.3333333333333333;0;0;67.0;145;-1;-1;3;1;0;0;0;12;6850;122768;0.0;2586.2
40.0;14.0;2.0;2.0;-0.06962820771925088;-0.13204135459721636;8;0;1;0.3707865168539326;0.2857142857142857;0;0;67.0;145;-1;-1;2;1;0;0;0;12;6875;133915;3.0;2609.7999999999997
40.0;14.0;2.0;2.0;-0.08826999292407084;-0.19729003634082148;9;0;0;0.33707865168539325;0.2777777777777778;0;0;67.0;145;-1;-1;4;1;0;0;0;11;6950;130941;1.0;2562.5
40.0;14.0;2.0;2.0;0.20853714176935478;-0.10929242702350399;10;0;0;0.34579439252336447;0.3125;0;0;67.0;145;-1;-1;1;1;0;0;0;14;6925;134964;6.0;2744.6000000000004
41.0;7.0;2.0;-1.0;-0.8487316289366691;0.6978509918334748;1;0;0;0.3333333333333333;-1.0;0;0;67.0;139;-1;-1;1;0;0;0;0;12;6425;231962;4.0;2231.2000000000003
42.0;9.0;4.0;-1.0;0.05433871880755325;-1.0;5;0;0;0.30952380952380953;-1.0;0;0;74.0;168;-1;-1;7;0;0;0;0;6;6875;142717;-1.0;2249.3
42.0;9.0;4.0;-1.0;0.7083037761597076;-1.0;7;0;0;0.3503184713375796;-1.0;0;0;74.0;168;-1;-1;6;0;0;0;0;6;6800;125749;-1.0;2655.5
43.0;8.0;2.0;3.0;0.8591668016819324;0.49983208788399414;3;0;0;0.4014084507042254;0.2727272727272727;0;0;69.0;150;-1;-1;4;0;0;0;0;10;6450;111774;0.0;2458.8
43.0;8.0;2.0;3.0;0.7647721414275129;-1.0;4;0;0;0.35;-1.0;0;0;69.0;150;-1;-1;5;1;0;0;0;13;6850;120857;-1.0;2628.7
43.0;8.0;2.0;3.0;1.0447763476761742;0.345054900900997;5;0;0;0.4383561643835616;0.3;0;0;69.0;150;-1;-1;2;0;0;0;0;13;6825;134291;6.0;2617.2999999999997
43.0;8.0;2.0;3.0;0.6503263217648013;-0.19657695411773038;6;0;0;0.4368932038834951;0.13333333333333333;0;0;69.0;150;-1;-1;2;1;0;0;0;14;6825;151150;1.0;2541.0
43.0;8.0;2.0;3.0;0.7376313828393756;0.06687833675367329;7;1;0;0.3660130718954248;0.3333333333333333;0;0;69.0;150;-1;-1;4;1;0;0;0;9;6800;145664;1.0;2634.9
43.0;8.0;2.0;3.0;0.5003288470188686;0.7191223098738749;8;0;0;0.3383458646616541;0.5833333333333334;0;0;69.0;150;-1;-1;4;1;0;0;0;12;6825;135553;0.0;2849.7
43.0;8.0;2.0;3.0;0.784545915818686;0.6803575912828752;9;0;0;0.34306569343065696;0.29411764705882354;0;0;69.0;150;-1;-1;2;1;0;0;0;16;6800;140503;1.0;2551.0
43.0;8.0;2.0;3.0;0.5482777408311421;0.058512673851165;10;0;0;0.36;0.4166666666666667;0;0;69.0;150;-1;-1;2;1;0;0;0;13;7025;133858;1.0;2585.0999999999995
44.0;10.0;1.0;-1.0;-1.9040061408355833;-1.0;5;0;0;-1.0;-1.0;0;0;76.0;175;-1;-1;5;1;0;0;0;10;6900;116383;-1.0;2035.2000000000003
45.0;1.0;1.0;-1.0;-0.03926436711653586;-1.0;10;1;0;0.0;-1.0;0;0;77.0;188;-1;-1;6;1;0;0;0;12;6975;115496;-1.0;2883.7999999999997
46.0;12.0;2.0;4.0;-0.08624235418573088;-1.0;1;0;0;0.21428571428571427;-1.0;0;0;63.0;124;-1;-1;6;1;0;0;0;9;6475;127721;-1.0;1722.5
46.0;12.0;2.0;4.0;0.2981283227378995;0.023342294814041195;2;0;0;0.15;0.0;0;0;63.0;124;-1;-1;3;0;0;0;0;10;6575;141717;1.0;2222.2999999999997
46.0;12.0;2.0;4.0;0.33972301875627964;-1.0;3;1;0;0.0;-1.0;0;0;63.0;124;-1;-1;6;1;0;0;0;9;6475;141252;-1.0;2199.5
46.0;1.0;2.0;4.0;-0.19356665160786996;0.11011294804723913;4;0;0;0.3333333333333333;-1.0;0;0;63.0;124;-1;-1;3;1;0;0;0;10;6875;102433;2.0;2556.1
46.0;1.0;2.0;4.0;-0.013140601124754493;-0.6350822272891501;5;0;0;0.0;1.0;0;0;63.0;124;-1;-1;1;1;0;0;0;10;6900;114017;5.0;2591.6
