"playerScore";"postPlayerScore";"playerID";"year";"tmID";"lgID";"dq";"PostDQ";"threeAccuracy";"postThreeAccuracy";"pos";"firstseason";"lastseason";"height";"weight";"college";"collegeOther";"birthDate";"deathDate";"won";"lost";"post_wins";"post_losses";"award";"rank";"playoff";"firstRound";"semis";"finals";"GP";"homeW";"homeL";"awayW";"min";"attend";"W";"teams_score"
-0.49311569172646597;0.24433160749106042;"aldrima01w";1;"WAS";"WNBA";0;0;0.5;0.0;"G";0;0;71.0;153;"UNC Charlotte";;1973-09-15 00:00:00;"0000-00-00";;;;;;4;1;0;0;0;32;7;9;7;6400;244134;0.0;2287.2999999999997
-1.5728594659152462;;"aldrima01w";2;"WAS";"WNBA";0;0;0.0;;"G";0;0;71.0;153;"UNC Charlotte";;1973-09-15 00:00:00;"0000-00-00";;;;;;8;1;0;0;0;32;8;8;2;6500;246667;;2091.2999999999997
-0.8874846477352161;;"alhalta01w";2;"ORL";"WNBA";0;0;0.36363636363636365;;"F-G";0;0;72.0;149;"DePaul";;1974-10-17 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;32;10;6;3;6450;118874;;2264.2000000000003
-0.5592703048495569;-2.8260973635261917;"allench01w";9;"SAC";"WNBA";0;0;0.3333333333333333;;"G";0;0;71.0;135;"Notre Dame";;1986-07-23 00:00:00;"0000-00-00";;;;;;4;1;0;0;0;34;13;4;5;6800;139066;1.0;2475.0
-0.8487316289366691;;"amachma01w";2;"NYL";"WNBA";0;0;;;"F";0;0;73.0;175;;;1978-01-30 00:00:00;"0000-00-00";;;;;;2;1;0;0;0;32;13;3;8;6400;250565;3.0;2360.7
-0.8091540778232583;;"amachma01w";4;"SEA";"WNBA";0;0;;;"F";0;0;73.0;175;;;1978-01-30 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;34;13;4;5;6850;120857;;2628.7
1.7089676117674812;;"amachma01w";6;"WAS";"WNBA";0;0;;;"F";0;0;73.0;175;;;1978-01-30 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;34;10;7;6;6900;171501;;2383.7000000000003
-2.7088765312669594;;"ambermo01w";3;"SAC";"WNBA";0;0;;;"F";0;0;76.0;169;"Arizona State";;1970-12-21 00:00:00;"0000-00-00";;;;;;6;1;0;0;0;32;10;6;4;6575;144179;;2205.6000000000004
2.8715581757239126;;"anderam01w";7;"CON";"WNBA";0;0;;;"F";0;0;72.0;167;"Brigham Young";;1984-03-14 00:00:00;"0000-00-00";;;;;;1;1;0;0;0;34;14;3;12;6825;126096;3.0;2967.4
-1.081249741727955;;"anderam01w";7;"NYL";"WNBA";0;0;;;"F";0;0;72.0;167;"Brigham Young";;1984-03-14 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;34;7;10;4;6875;155048;;2292.9000000000005
-1.011902234404238;-0.8421714773279279;"anderch01w";4;"SAC";"WNBA";1;0;;;"C";0;0;78.0;190;"Vanderbilt";;1981-01-22 00:00:00;"0000-00-00";;;;;;3;0;0;0;0;34;12;5;7;6825;155578;3.0;2536.8
-0.6705683996550337;-0.4593639597410355;"anderch01w";5;"SAC";"WNBA";0;0;;;"C";0;0;78.0;190;"Vanderbilt";;1981-01-22 00:00:00;"0000-00-00";;;;;;4;1;0;0;0;34;10;7;8;6900;147544;3.0;2578.7
-0.5317562644140184;;"anderch01w";6;"SAS";"WNBA";5;0;;;"C";0;0;78.0;190;"Vanderbilt";;1981-01-22 00:00:00;"0000-00-00";;;;;;7;0;0;0;0;34;5;12;2;6800;135054;;1952.6999999999998
0.32396841818460165;;"anderch01w";7;"SAS";"WNBA";0;0;;;"C";0;0;78.0;190;"Vanderbilt";;1981-01-22 00:00:00;"0000-00-00";;;;;;6;0;0;0;0;34;6;11;7;6800;125749;;2655.5
0.4706734762045842;-0.12200638063795796;"anderch01w";8;"SAS";"WNBA";0;0;;;"C";0;0;78.0;190;"Vanderbilt";;1981-01-22 00:00:00;"0000-00-00";;;;;;2;0;0;0;0;34;9;8;11;6875;128680;2.0;2711.8
-0.43754837225670973;;"anderjo01w";9;"CON";"WNBA";0;0;0.2318840579710145;;"G";0;0;68.0;166;"Wisconsin";;1986-07-22 00:00:00;"0000-00-00";;;;;;2;1;0;0;0;34;13;4;8;6850;129951;1.0;2831.5000000000005
-0.23046918156075982;-0.6829614249605173;"anderke01w";1;"WAS";"WNBA";0;0;0.375;;"G";0;0;67.0;125;"Wisconsin";;1974-05-17 00:00:00;"0000-00-00";;;;;;4;1;0;0;0;32;7;9;7;6400;244134;0.0;2287.2999999999997
-1.1701537260305057;-1.0589862348910237;"anderke01w";2;"CHA";"WNBA";0;0;0.0;0.0;"G";0;0;67.0;125;"Wisconsin";;1974-05-17 00:00:00;"0000-00-00";;;;;;4;0;0;0;0;32;11;5;7;6500;105525;4.0;2153.3
-1.0212450674592357;;"anderke01w";3;"CHA";"WNBA";0;0;0.25;;"G";0;0;67.0;125;"Wisconsin";;1974-05-17 00:00:00;"0000-00-00";;;;;;2;1;0;0;0;32;11;5;7;6450;106670;0.0;2312.5999999999995
0.4060493034539499;-0.6382513843564948;"andrame01w";1;"CLE";"WNBA";1;0;0.36;0.0;"F";0;0;71.0;165;"Old Dominion";;1975-12-31 00:00:00;"0000-00-00";;;;;;2;0;0;0;0;32;13;3;4;6500;137532;3.0;2286.2
-0.3748425300787278;-0.7105297284208139;"andrame01w";2;"CLE";"WNBA";0;0;0.2;0.5;"F";0;0;71.0;165;"Old Dominion";;1975-12-31 00:00:00;"0000-00-00";;;;;;1;1;0;0;0;32;14;2;8;6425;147373;1.0;2219.899999999999
-0.73894112154349;;"andrame01w";3;"CLE";"WNBA";2;0;0.19230769230769232;;"F";0;0;71.0;165;"Old Dominion";;1975-12-31 00:00:00;"0000-00-00";;;;;;7;1;0;0;0;32;4;12;6;6550;149084;;2170.9999999999995
-0.8093824098489125;;"andrame01w";5;"CHA";"WNBA";0;0;0.0;;"F";0;0;71.0;165;"Old Dominion";;1975-12-31 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;34;10;7;6;6900;116383;;2035.2000000000003
1.1162991612288224;;"anosini01w";9;"MIN";"WNBA";2;0;0.0;;"C";0;0;75.0;211;"Tennessee";;1986-02-27 00:00:00;"0000-00-00";;;;;;7;0;0;0;0;34;9;8;7;6900;118463;;2845.0
1.7676161536099262;;"anosini01w";10;"MIN";"WNBA";1;0;0.25;;"C";0;0;75.0;211;"Tennessee";;1986-02-27 00:00:00;"0000-00-00";;;;;;5;0;0;0;0;34;9;8;5;6875;128127;;2786.1
0.1291771995785781;-0.11685409550066685;"arcaija01w";1;"HOU";"WNBA";1;0;0.2;0.2857142857142857;"G";0;0;71.0;147;"none";;1969-04-11 00:00:00;"0000-00-00";;;;;"Most Improved Player";2;1;0;0;0;32;14;2;13;6475;196077;6.0;2656.400000000001
1.0315621566510995;-0.022335061820081284;"arcaija01w";2;"HOU";"WNBA";1;0;0.3333333333333333;0.125;"G";0;0;71.0;147;"none";;1969-04-11 00:00:00;"0000-00-00";;;;;"Most Improved Player";4;1;0;0;0;32;11;5;8;6450;181115;0.0;2243.0000000000005
0.4238675045124147;0.032464756324815526;"arcaija01w";3;"HOU";"WNBA";0;0;0.2702702702702703;0.2857142857142857;"G";0;0;71.0;147;"none";;1969-04-11 00:00:00;"0000-00-00";;;;;"Most Improved Player";2;1;0;0;0;32;14;2;10;6425;188648;1.0;2232.0999999999995
0.41169666205694133;0.2925599641237896;"arcaija01w";4;"HOU";"WNBA";0;0;0.24324324324324326;0.2;"G";0;0;71.0;147;"none";;1969-04-11 00:00:00;"0000-00-00";;;;;"Most Improved Player";2;1;0;0;0;34;14;3;6;6825;150203;1.0;2371.2
0.09685639601992488;0.34139126467198266;"arcaija01w";6;"HOU";"WNBA";0;0;0.1875;0.0;"G";0;0;71.0;147;"none";;1969-04-11 00:00:00;"0000-00-00";;;;;"Most Improved Player";3;0;0;0;0;34;11;6;8;6875;120676;2.0;2369.8
0.2643585312609739;;"askamma01w";1;"MIA";"WNBA";0;0;0.5;;"C";0;0;77.0;198;"none";;1970-08-07 00:00:00;"0000-00-00";;;;;;6;1;0;0;0;32;9;7;4;6475;127721;;1722.5
-0.2536794748559517;;"askamma01w";2;"MIA";"WNBA";0;0;;;"C";0;0;77.0;198;"none";;1970-08-07 00:00:00;"0000-00-00";;;;;;3;0;0;0;0;32;10;6;10;6575;141717;1.0;2222.2999999999997
0.3344070473129464;-1.1360404992210458;"askamma01w";3;"LAS";"WNBA";0;0;0.0;;"C";0;0;77.0;198;"none";;1970-08-07 00:00:00;"0000-00-00";;;;;;1;1;0;0;0;32;12;4;13;6475;186410;6.0;2613.5
-0.6065252614457456;;"askamma01w";3;"MIA";"WNBA";0;0;;;"C";0;0;77.0;198;"none";;1970-08-07 00:00:00;"0000-00-00";;;;;;6;1;0;0;0;32;9;7;6;6475;141252;;2199.5
-0.17292358888141926;0.7499290463461793;"atkinla01w";7;"IND";"WNBA";0;0;0.29411764705882354;;"G-F";0;0;72.0;172;"North Carolina";;1984-03-22 00:00:00;"0000-00-00";;;;;;3;1;0;0;0;34;12;5;9;6850;122768;0.0;2586.2
-0.22422501626272703;-1.6754203495311988;"atkinla01w";8;"SAC";"WNBA";0;0;0.0;;"G-F";0;0;72.0;172;"North Carolina";;1984-03-22 00:00:00;"0000-00-00";;;;;;3;1;0;0;0;34;12;5;7;6950;142575;1.0;2652.5
-0.3773250440995405;;"atkinla01w";9;"SAC";"WNBA";0;0;0.0;;"G-F";0;0;72.0;172;"North Carolina";;1984-03-22 00:00:00;"0000-00-00";;;;;;4;1;0;0;0;34;13;4;5;6800;139066;1.0;2475.0
1.082179655547492;;"atkinla01w";10;"SEA";"WNBA";0;0;0.0;;"G-F";0;0;72.0;172;"North Carolina";;1984-03-22 00:00:00;"0000-00-00";;;;;;2;1;0;0;0;34;13;4;7;7025;133858;1.0;2585.0999999999995
-0.4057445347394768;0.08982279693839325;"atunrmo01w";9;"SAS";"WNBA";0;0;0.2926829268292683;0.5;"G-F";0;0;70.0;143;"Texas A&M";;1986-04-14 00:00:00;"0000-00-00";;;;;;1;1;0;0;0;34;15;2;9;6850;135722;4.0;2645.3
1.3870831068713587;;"augusse01w";7;"MIN";"WNBA";0;0;0.35294117647058826;;"F";0;0;72.0;179;"Louisiana State";;1984-04-30 00:00:00;"0000-00-00";;;;;"Rookie of the Year";7;0;0;0;0;34;8;9;2;6825;109522;;2510.1
2.0744443892381397;;"augusse01w";8;"MIN";"WNBA";0;0;0.41935483870967744;;"F";0;0;72.0;179;"Louisiana State";;1984-04-30 00:00:00;"0000-00-00";;;;;"Rookie of the Year";6;0;0;0;0;34;7;10;3;6875;121019;;2767.9000000000005
1.4115140183406252;;"augusse01w";9;"MIN";"WNBA";0;0;0.31746031746031744;;"F";0;0;72.0;179;"Louisiana State";;1984-04-30 00:00:00;"0000-00-00";;;;;"Rookie of the Year";7;0;0;0;0;34;9;8;7;6900;118463;;2845.0
2.5698071417082544;;"augusse01w";10;"MIN";"WNBA";0;0;0.6428571428571429;;"F";0;0;72.0;179;"Louisiana State";;1984-04-30 00:00:00;"0000-00-00";;;;;"Rookie of the Year";5;0;0;0;0;34;9;8;5;6875;128127;;2786.1
2.5227810065369827;;"aycocan01w";1;"MIN";"WNBA";0;0;;;"G-F";0;0;74.0;172;"Kansas";;1973-02-28 00:00:00;"0000-00-00";;;;;;6;0;0;0;0;32;8;8;7;6425;116638;;2142.0
-3.2071296301054297;;"aycocan01w";1;"SEA";"WNBA";0;0;0.0;;"G-F";0;0;74.0;172;"Kansas";;1973-02-28 00:00:00;"0000-00-00";;;;;;8;1;0;0;0;32;4;12;2;6475;142594;;1688.2000000000003
-0.8381626238097919;;"azizle01w";4;"IND";"WNBA";0;0;;;"F";0;0;75.0;177;"Syracuse";;1979-02-28 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;34;11;6;5;6875;141778;;2586.7
0.40578470054189963;;"azzije01w";1;"UTA";"WNBA";0;0;0.4166666666666667;;"G";0;0;68.0;143;"Stanford";;1968-08-31 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;32;12;4;6;6400;103442;;2344.9
0.14212356540628196;-0.6052907265158551;"azzije01w";2;"UTA";"WNBA";1;0;0.5135135135135135;0.2857142857142857;"G";0;0;68.0;143;"Stanford";;1968-08-31 00:00:00;"0000-00-00";;;;;;3;0;0;0;0;32;9;7;10;6475;110507;0.0;2222.8999999999996
0.2722440512360921;0.15499127152132086;"azzije01w";3;"UTA";"WNBA";0;0;0.44565217391304346;0.3684210526315789;"G";0;0;68.0;143;"Stanford";;1968-08-31 00:00:00;"0000-00-00";;;;;;3;1;0;0;0;32;12;4;8;6450;118720;2.0;2330.1999999999994
-0.19129485227679865;;"azzije01w";4;"SAS";"WNBA";2;0;0.4020618556701031;;"G";0;0;68.0;143;"Stanford";;1968-08-31 00:00:00;"0000-00-00";;;;;;6;0;0;0;0;34;9;8;3;6825;176526;;2086.7000000000003
-0.20670400406520584;-0.3209776143079256;"badertr01w";1;"CLE";"WNBA";0;0;0.3333333333333333;0.6666666666666666;"G";0;0;64.0;125;"Boise State";;1973-02-26 00:00:00;"0000-00-00";;;;;;2;0;0;0;0;32;13;3;4;6500;137532;3.0;2286.2
-0.3041497331886558;-1.5675443794691681;"badertr01w";2;"CLE";"WNBA";0;0;0.38461538461538464;0.0;"G";0;0;64.0;125;"Boise State";;1973-02-26 00:00:00;"0000-00-00";;;;;;1;1;0;0;0;32;14;2;8;6425;147373;1.0;2219.899999999999
-0.8645851366269836;;"badertr01w";3;"CLE";"WNBA";0;0;0.07142857142857142;;"G";0;0;64.0;125;"Boise State";;1973-02-26 00:00:00;"0000-00-00";;;;;;7;1;0;0;0;32;4;12;6;6550;149084;;2170.9999999999995
0.17677170891154567;;"bakersh01w";7;"NYL";"WNBA";0;0;0.2727272727272727;;"G";0;0;68.0;125;"Georgia";;1982-12-03 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;34;7;10;4;6875;155048;;2292.9000000000005
0.37057066984690623;;"bakersh01w";8;"LAS";"WNBA";1;0;0.21212121212121213;;"G";0;0;68.0;125;"Georgia";;1982-12-03 00:00:00;"0000-00-00";;;;;;7;1;0;0;0;34;5;12;5;6900;147810;;2616.4
0.9935272647173693;;"bakersh01w";8;"NYL";"WNBA";0;0;1.0;;"G";0;0;68.0;125;"Georgia";;1982-12-03 00:00:00;"0000-00-00";;;;;;4;0;0;0;0;34;10;7;6;6850;147866;1.0;2438.1000000000004
1.0262098805712494;;"bakersh01w";9;"IND";"WNBA";0;0;0.0;;"G";0;0;68.0;125;"Georgia";;1982-12-03 00:00:00;"0000-00-00";;;;;;4;1;0;0;0;34;11;6;6;6950;130941;1.0;2562.5
2.934972206485172;;"bakersh01w";10;"DET";"WNBA";0;0;;;"G";0;0;68.0;125;"Georgia";;1982-12-03 00:00:00;"0000-00-00";;;;;;3;1;0;0;0;34;11;6;7;6975;136069;3.0;2718.5
0.9563794005436131;-1.6500377683401328;"balesal01w";8;"IND";"WNBA";0;0;;;"C";0;0;79.0;218;"Duke";;1985-04-04 00:00:00;"0000-00-00";;;;;;2;1;0;0;0;34;12;5;9;6875;133915;3.0;2609.7999999999997
0.38977101811614706;;"balesal01w";9;"ATL";"WNBA";0;0;0.3333333333333333;;"C";0;0;79.0;218;"Duke";;1985-04-04 00:00:00;"0000-00-00";;;;;;7;0;0;0;0;34;1;16;3;6825;141379;;2468.7000000000003
0.45779871912865416;;"balesal01w";9;"IND";"WNBA";0;0;0.4;;"C";0;0;79.0;218;"Duke";;1985-04-04 00:00:00;"0000-00-00";;;;;;4;1;0;0;0;34;11;6;6;6950;130941;1.0;2562.5
-1.214117234751547;;"banchrh01w";1;"SAC";"WNBA";0;0;0.0;;"C";0;0;75.0;185;"Washington";;1973-05-01 00:00:00;"0000-00-00";;;;;;3;0;0;0;0;32;13;3;8;6400;126841;0.0;2698.4
0.7937819909944603;0.40401739718832447;"baranel01w";2;"MIA";"WNBA";2;0;0.375;0.5454545454545454;"F";0;0;77.0;182;"Academy of Sport Moscow";;1972-01-28 00:00:00;"0000-00-00";;;;;;3;0;0;0;0;32;10;6;10;6575;141717;1.0;2222.2999999999997
0.5975310326251326;;"baranel01w";4;"NYL";"WNBA";0;0;0.3626373626373626;;"F";0;0;77.0;182;"Academy of Sport Moscow";;1972-01-28 00:00:00;"0000-00-00";;;;;;6;1;0;0;0;34;11;6;5;6850;212346;;2433.7999999999997
0.8600990053366969;0.07581293069657097;"baranel01w";5;"NYL";"WNBA";0;0;0.4608695652173913;0.3076923076923077;"F";0;0;77.0;182;"Academy of Sport Moscow";;1972-01-28 00:00:00;"0000-00-00";;;;;;2;0;0;0;0;34;11;6;7;6900;168062;2.0;2350.0
0.5366176306949414;-0.13955908085144075;"baranel01w";6;"NYL";"WNBA";1;0;0.38823529411764707;0.3333333333333333;"F";0;0;77.0;182;"Academy of Sport Moscow";;1972-01-28 00:00:00;"0000-00-00";;;;;;3;1;0;0;0;34;10;7;8;6925;172381;0.0;2396.6
-1.2739076066121635;;"barksla01w";2;"POR";"WNBA";0;0;0.0;;"G";0;0;70.0;156;"North Carolina";;1979-10-03 00:00:00;"0000-00-00";;;;;;7;0;0;0;0;32;6;10;5;6525;137656;;2068.7
-0.14872973148079546;;"barksla01w";3;"POR";"WNBA";0;0;0.22727272727272727;;"G";0;0;70.0;156;"North Carolina";;1979-10-03 00:00:00;"0000-00-00";;;;;;5;0;0;0;0;32;9;7;7;6475;128656;;2302.4000000000005
-0.7573852274829483;;"barksla01w";4;"SAS";"WNBA";0;0;0.28846153846153844;;"G";0;0;70.0;156;"North Carolina";;1979-10-03 00:00:00;"0000-00-00";;;;;;6;0;0;0;0;34;9;8;3;6825;176526;;2086.7000000000003
1.1276723297892643;0.41018173833472676;"barnead01w";1;"CLE";"WNBA";0;0;0.0;0.0;"F";0;0;71.0;165;"Arizona";;1977-02-03 00:00:00;"0000-00-00";;;;;;2;0;0;0;0;32;13;3;4;6500;137532;3.0;2286.2
3.336594401306485;;"barnead01w";2;"CLE";"WNBA";0;0;;;"F";0;0;71.0;165;"Arizona";;1977-02-03 00:00:00;"0000-00-00";;;;;;1;1;0;0;0;32;14;2;8;6425;147373;1.0;2219.899999999999
-0.21862169244750346;-0.34638839836698165;"barnead01w";3;"SEA";"WNBA";1;0;0.25;0.5;"F";0;0;71.0;165;"Arizona";;1977-02-03 00:00:00;"0000-00-00";;;;;;4;0;0;0;0;32;10;6;7;6450;111774;0.0;2458.8
-0.1177087743277004;;"barnead01w";4;"SEA";"WNBA";1;0;0.3870967741935484;;"F";0;0;71.0;165;"Arizona";;1977-02-03 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;34;13;4;5;6850;120857;;2628.7
-0.22926173142555467;-0.20388147586452468;"barnead01w";5;"SEA";"WNBA";0;0;0.5;;"F";0;0;71.0;165;"Arizona";;1977-02-03 00:00:00;"0000-00-00";;;;;;2;0;0;0;0;34;13;4;7;6825;134291;6.0;2617.2999999999997
-0.4915442301381397;;"barnequ01w";1;"SEA";"WNBA";2;0;0.1111111111111111;;"C";0;0;77.0;185;"Indiana";;1976-09-26 00:00:00;"0000-00-00";;;;;;8;1;0;0;0;32;4;12;2;6475;142594;;1688.2000000000003
-0.01613401981503194;;"barnequ01w";2;"SEA";"WNBA";0;0;1.0;;"C";0;0;77.0;185;"Indiana";;1976-09-26 00:00:00;"0000-00-00";;;;;;8;0;0;0;0;32;5;11;5;6550;95257;;1979.3000000000002
-1.3137678545192408;;"barnequ01w";3;"PHO";"WNBA";0;0;;;"C";0;0;77.0;185;"Indiana";;1976-09-26 00:00:00;"0000-00-00";;;;;;7;0;0;0;0;32;10;6;1;6400;139798;;2151.9
0.607911125382713;-0.4310835785831246;"batkosu01w";6;"SEA";"WNBA";1;0;0.2857142857142857;;"C";0;0;76.0;203;;;1980-12-17 00:00:00;"0000-00-00";;;;;;2;1;0;0;0;34;14;3;6;6825;151150;1.0;2541.0
-0.7633168119929307;0.4369416688927499;"batkosu01w";10;"SEA";"WNBA";0;0;0.2727272727272727;0.5384615384615384;"C";0;0;76.0;203;;;1980-12-17 00:00:00;"0000-00-00";;;;;;2;1;0;0;0;34;13;4;7;7025;133858;1.0;2585.0999999999995
-1.9961579681458423;;"batteja01w";6;"MIN";"WNBA";0;0;;;"F";0;0;73.0;163;"Notre Dame";;1983-03-26 00:00:00;"0000-00-00";;;;;;6;1;0;0;0;34;11;6;3;6850;113447;;2288.1000000000004
-0.8317499690137092;-1.339806220449326;"batteja01w";7;"DET";"WNBA";0;0;0.14285714285714285;0.0;"F";0;0;73.0;163;"Notre Dame";;1983-03-26 00:00:00;"0000-00-00";;;;;;2;1;0;0;0;34;14;3;9;6825;159453;7.0;2589.1000000000004
-1.1393792699257763;;"battlas01w";6;"SEA";"WNBA";0;0;;;"F";0;0;72.0;170;"Connecticut";;1982-05-31 00:00:00;"0000-00-00";;;;;;2;1;0;0;0;34;14;3;6;6825;151150;1.0;2541.0
0.07060921702272474;;"battlas01w";7;"NYL";"WNBA";0;0;0.32608695652173914;;"F";0;0;72.0;170;"Connecticut";;1982-05-31 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;34;7;10;4;6875;155048;;2292.9000000000005
0.2508916785835496;-0.5041955317148663;"battlas01w";8;"NYL";"WNBA";0;0;0.3118279569892473;0.0;"F";0;0;72.0;170;"Connecticut";;1982-05-31 00:00:00;"0000-00-00";;;;;;4;0;0;0;0;34;10;7;6;6850;147866;1.0;2438.1000000000004
0.3221631533337378;0.045955344791956454;"battlas01w";9;"NYL";"WNBA";0;0;0.36666666666666664;0.3333333333333333;"F";0;0;72.0;170;"Connecticut";;1982-05-31 00:00:00;"0000-00-00";;;;;;3;1;0;0;0;34;11;6;8;6900;153772;3.0;2691.1000000000004
0.14371338168161385;;"battlas01w";10;"NYL";"WNBA";0;0;0.41304347826086957;;"F";0;0;72.0;170;"Connecticut";;1982-05-31 00:00:00;"0000-00-00";;;;;;7;1;0;0;0;34;8;9;5;6900;166604;;2626.0999999999995
-0.8948847216766479;;"bauerca01w";1;"CHA";"WNBA";1;0;0.0;;"F-C";0;0;76.0;180;"Montana State";;1972-06-27 00:00:00;"0000-00-00";;;;;;8;1;0;0;0;32;5;11;3;6475;90963;;2243.0
-0.923958077192673;;"bauerca01w";2;"WAS";"WNBA";0;0;0.0;;"F-C";0;0;76.0;180;"Montana State";;1972-06-27 00:00:00;"0000-00-00";;;;;;8;1;0;0;0;32;8;8;2;6500;246667;;2091.2999999999997
-1.5233335355757656;;"bauerca01w";3;"SAC";"WNBA";0;0;;;"F-C";0;0;76.0;180;"Montana State";;1972-06-27 00:00:00;"0000-00-00";;;;;;6;1;0;0;0;32;10;6;4;6575;144179;;2205.6000000000004
0.8517130281203874;0.816303037391783;"beardal01w";5;"WAS";"WNBA";0;0;0.375;0.25;"G-F";0;0;71.0;160;"Duke";;1982-05-14 00:00:00;"0000-00-00";;;;;;4;0;0;0;0;34;11;6;6;6850;214448;1.0;2460.3999999999996
0.43114885989576185;;"beardal01w";6;"WAS";"WNBA";0;0;0.31683168316831684;;"G-F";0;0;71.0;160;"Duke";;1982-05-14 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;34;10;7;6;6900;171501;;2383.7000000000003
1.7480325260895588;0.1719556377810757;"beardal01w";7;"WAS";"WNBA";4;0;0.3627450980392157;0.2;"G-F";0;0;71.0;160;"Duke";;1982-05-14 00:00:00;"0000-00-00";;;;;;4;0;0;0;0;34;13;4;5;6850;133255;0.0;2841.7999999999997
1.0187727004024143;;"beardal01w";8;"WAS";"WNBA";2;0;0.3219178082191781;;"G-F";0;0;71.0;160;"Duke";;1982-05-14 00:00:00;"0000-00-00";;;;;;5;1;0;0;0;34;8;9;8;6900;133255;;2444.4
0.5783163490186431;;"beardal01w";9;"WAS";"WNBA";2;0;0.3541666666666667;;"G-F";0;0;71.0;160;"Duke";;1982-05-14 00:00:00;"0000-00-00";;;;;;6;0;0;0;0;34;6;11;4;6825;154637;;2237.4999999999995
