personID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,deathDate,award,year_x,playerScore,postPlayerScore,year_y,tmID,lgID,dq,PostDQ,threeAccuracy,postThreeAccuracy,year,won,lost,post_wins,post_losses
alexaer01w,G,0.0,0.0,67.0,140.0,California-Santa Barbara,,1975-04-25 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
alhalta01w,F-G,0.0,0.0,72.0,149.0,DePaul,,1974-10-17 00:00:00,0000-00-00,,0.0,-0.8874846477352161,,2.0,ORL,WNBA,0.0,0.0,0.3636363636363636,,0.0,,,,
allench01w,G,0.0,0.0,71.0,135.0,Notre Dame,,1986-07-23 00:00:00,0000-00-00,,0.0,-0.5592703048495569,-2.826097363526192,9.0,SAC,WNBA,0.0,0.0,0.3333333333333333,,0.0,,,,
amachma01w,F,0.0,0.0,73.0,175.0,,,1978-01-30 00:00:00,0000-00-00,,0.0,-0.8487316289366691,,2.0,NYL,WNBA,0.0,0.0,,,0.0,,,,
amachma01w,F,0.0,0.0,73.0,175.0,,,1978-01-30 00:00:00,0000-00-00,,0.0,-0.8091540778232583,,4.0,SEA,WNBA,0.0,0.0,,,0.0,,,,
amachma01w,F,0.0,0.0,73.0,175.0,,,1978-01-30 00:00:00,0000-00-00,,0.0,1.7089676117674812,,6.0,WAS,WNBA,0.0,0.0,,,0.0,,,,
ambermo01w,F,0.0,0.0,76.0,169.0,Arizona State,,1970-12-21 00:00:00,0000-00-00,,0.0,-2.70887653126696,,3.0,SAC,WNBA,0.0,0.0,,,0.0,,,,
anderam01w,F,0.0,0.0,72.0,167.0,Brigham Young,,1984-03-14 00:00:00,0000-00-00,,0.0,2.8715581757239126,,7.0,CON,WNBA,0.0,0.0,,,0.0,,,,
anderam01w,F,0.0,0.0,72.0,167.0,Brigham Young,,1984-03-14 00:00:00,0000-00-00,,0.0,-1.081249741727955,,7.0,NYL,WNBA,0.0,0.0,,,0.0,,,,
anderch01w,C,0.0,0.0,78.0,190.0,Vanderbilt,,1981-01-22 00:00:00,0000-00-00,,0.0,-1.011902234404238,-0.8421714773279279,4.0,SAC,WNBA,1.0,0.0,,,0.0,,,,
anderch01w,C,0.0,0.0,78.0,190.0,Vanderbilt,,1981-01-22 00:00:00,0000-00-00,,0.0,-0.6705683996550337,-0.4593639597410355,5.0,SAC,WNBA,0.0,0.0,,,0.0,,,,
anderch01w,C,0.0,0.0,78.0,190.0,Vanderbilt,,1981-01-22 00:00:00,0000-00-00,,0.0,-0.5317562644140184,,6.0,SAS,WNBA,5.0,0.0,,,0.0,,,,
anderch01w,C,0.0,0.0,78.0,190.0,Vanderbilt,,1981-01-22 00:00:00,0000-00-00,,0.0,0.3239684181846016,,7.0,SAS,WNBA,0.0,0.0,,,0.0,,,,
anderch01w,C,0.0,0.0,78.0,190.0,Vanderbilt,,1981-01-22 00:00:00,0000-00-00,,0.0,0.4706734762045842,-0.1220063806379579,8.0,SAS,WNBA,0.0,0.0,,,0.0,,,,
anderjo01w,G,0.0,0.0,68.0,166.0,Wisconsin,,1986-07-22 00:00:00,0000-00-00,,0.0,-0.4375483722567097,,9.0,CON,WNBA,0.0,0.0,0.2318840579710145,,0.0,,,,
anderke01w,G,0.0,0.0,67.0,125.0,Wisconsin,,1974-05-17 00:00:00,0000-00-00,,0.0,-0.2304691815607598,-0.6829614249605173,1.0,WAS,WNBA,0.0,0.0,0.375,,0.0,,,,
anderke01w,G,0.0,0.0,67.0,125.0,Wisconsin,,1974-05-17 00:00:00,0000-00-00,,0.0,-1.1701537260305055,-1.0589862348910235,2.0,CHA,WNBA,0.0,0.0,0.0,0.0,0.0,,,,
anderke01w,G,0.0,0.0,67.0,125.0,Wisconsin,,1974-05-17 00:00:00,0000-00-00,,0.0,-1.0212450674592355,,3.0,CHA,WNBA,0.0,0.0,0.25,,0.0,,,,
andrame01w,F,0.0,0.0,71.0,165.0,Old Dominion,,1975-12-31 00:00:00,0000-00-00,,0.0,0.4060493034539499,-0.6382513843564948,1.0,CLE,WNBA,1.0,0.0,0.36,0.0,0.0,,,,
andrame01w,F,0.0,0.0,71.0,165.0,Old Dominion,,1975-12-31 00:00:00,0000-00-00,,0.0,-0.3748425300787278,-0.7105297284208139,2.0,CLE,WNBA,0.0,0.0,0.2,0.5,0.0,,,,
andrame01w,F,0.0,0.0,71.0,165.0,Old Dominion,,1975-12-31 00:00:00,0000-00-00,,0.0,-0.73894112154349,,3.0,CLE,WNBA,2.0,0.0,0.1923076923076923,,0.0,,,,
andrame01w,F,0.0,0.0,71.0,165.0,Old Dominion,,1975-12-31 00:00:00,0000-00-00,,0.0,-0.8093824098489125,,5.0,CHA,WNBA,0.0,0.0,0.0,,0.0,,,,
angelyv01w,G,0.0,0.0,68.0,160.0,Ohio State,,1963-10-14 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
anosini01w,C,0.0,0.0,75.0,211.0,Tennessee,,1986-02-27 00:00:00,0000-00-00,,0.0,1.1162991612288224,,9.0,MIN,WNBA,2.0,0.0,0.0,,0.0,,,,
anosini01w,C,0.0,0.0,75.0,211.0,Tennessee,,1986-02-27 00:00:00,0000-00-00,,0.0,1.7676161536099262,,10.0,MIN,WNBA,1.0,0.0,0.25,,0.0,,,,
appelja01w,C,0.0,0.0,76.0,210.0,Stanford,,1988-05-14 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
arcaija01w,G,0.0,0.0,71.0,147.0,none,,1969-04-11 00:00:00,0000-00-00,Most Improved Player,2.0,0.1291771995785781,-0.1168540955006668,1.0,HOU,WNBA,1.0,0.0,0.2,0.2857142857142857,0.0,,,,
arcaija01w,G,0.0,0.0,71.0,147.0,none,,1969-04-11 00:00:00,0000-00-00,Most Improved Player,2.0,1.0315621566510995,-0.0223350618200812,2.0,HOU,WNBA,1.0,0.0,0.3333333333333333,0.125,0.0,,,,
arcaija01w,G,0.0,0.0,71.0,147.0,none,,1969-04-11 00:00:00,0000-00-00,Most Improved Player,2.0,0.4238675045124147,0.0324647563248155,3.0,HOU,WNBA,0.0,0.0,0.2702702702702703,0.2857142857142857,0.0,,,,
arcaija01w,G,0.0,0.0,71.0,147.0,none,,1969-04-11 00:00:00,0000-00-00,Most Improved Player,2.0,0.4116966620569413,0.2925599641237896,4.0,HOU,WNBA,0.0,0.0,0.2432432432432432,0.2,0.0,,,,
arcaija01w,G,0.0,0.0,71.0,147.0,none,,1969-04-11 00:00:00,0000-00-00,Most Improved Player,2.0,0.0968563960199248,0.3413912646719826,6.0,HOU,WNBA,0.0,0.0,0.1875,0.0,0.0,,,,
artiska01w,F,0.0,0.0,73.0,155.0,Northeastern,,1973-07-09 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
askamma01w,C,0.0,0.0,77.0,198.0,none,,1970-08-07 00:00:00,0000-00-00,,0.0,0.2643585312609739,,1.0,MIA,WNBA,0.0,0.0,0.5,,0.0,,,,
askamma01w,C,0.0,0.0,77.0,198.0,none,,1970-08-07 00:00:00,0000-00-00,,0.0,-0.2536794748559517,,2.0,MIA,WNBA,0.0,0.0,,,0.0,,,,
askamma01w,C,0.0,0.0,77.0,198.0,none,,1970-08-07 00:00:00,0000-00-00,,0.0,0.3344070473129464,-1.1360404992210458,3.0,LAS,WNBA,0.0,0.0,0.0,,0.0,,,,
askamma01w,C,0.0,0.0,77.0,198.0,none,,1970-08-07 00:00:00,0000-00-00,,0.0,-0.6065252614457456,,3.0,MIA,WNBA,0.0,0.0,,,0.0,,,,
atkinla01w,G-F,0.0,0.0,72.0,172.0,North Carolina,,1984-03-22 00:00:00,0000-00-00,,0.0,-0.1729235888814192,0.7499290463461793,7.0,IND,WNBA,0.0,0.0,0.2941176470588235,,0.0,,,,
atkinla01w,G-F,0.0,0.0,72.0,172.0,North Carolina,,1984-03-22 00:00:00,0000-00-00,,0.0,-0.224225016262727,-1.6754203495311988,8.0,SAC,WNBA,0.0,0.0,0.0,,0.0,,,,
atkinla01w,G-F,0.0,0.0,72.0,172.0,North Carolina,,1984-03-22 00:00:00,0000-00-00,,0.0,-0.3773250440995405,,9.0,SAC,WNBA,0.0,0.0,0.0,,0.0,,,,
atkinla01w,G-F,0.0,0.0,72.0,172.0,North Carolina,,1984-03-22 00:00:00,0000-00-00,,0.0,1.082179655547492,,10.0,SEA,WNBA,0.0,0.0,0.0,,0.0,,,,
atunrmo01w,G-F,0.0,0.0,70.0,143.0,Texas A&M,,1986-04-14 00:00:00,0000-00-00,,0.0,-0.4057445347394768,0.0898227969383932,9.0,SAS,WNBA,0.0,0.0,0.2926829268292683,0.5,0.0,,,,
augusse01w,F,0.0,0.0,72.0,179.0,Louisiana State,,1984-04-30 00:00:00,0000-00-00,Rookie of the Year,7.0,1.3870831068713587,,7.0,MIN,WNBA,0.0,0.0,0.3529411764705882,,0.0,,,,
augusse01w,F,0.0,0.0,72.0,179.0,Louisiana State,,1984-04-30 00:00:00,0000-00-00,Rookie of the Year,7.0,2.07444438923814,,8.0,MIN,WNBA,0.0,0.0,0.4193548387096774,,0.0,,,,
augusse01w,F,0.0,0.0,72.0,179.0,Louisiana State,,1984-04-30 00:00:00,0000-00-00,Rookie of the Year,7.0,1.4115140183406252,,9.0,MIN,WNBA,0.0,0.0,0.3174603174603174,,0.0,,,,
augusse01w,F,0.0,0.0,72.0,179.0,Louisiana State,,1984-04-30 00:00:00,0000-00-00,Rookie of the Year,7.0,2.5698071417082544,,10.0,MIN,WNBA,0.0,0.0,0.6428571428571429,,0.0,,,,
aycocan01w,G-F,0.0,0.0,74.0,172.0,Kansas,,1973-02-28 00:00:00,0000-00-00,,0.0,2.5227810065369827,,1.0,MIN,WNBA,0.0,0.0,,,0.0,,,,
aycocan01w,G-F,0.0,0.0,74.0,172.0,Kansas,,1973-02-28 00:00:00,0000-00-00,,0.0,-3.2071296301054297,,1.0,SEA,WNBA,0.0,0.0,0.0,,0.0,,,,
ayimmi01w,F,0.0,0.0,75.0,0.0,Pepperdine,,1988-05-06 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
azizle01w,F,0.0,0.0,75.0,177.0,Syracuse,,1979-02-28 00:00:00,0000-00-00,,0.0,-0.8381626238097919,,4.0,IND,WNBA,0.0,0.0,,,0.0,,,,
azzije01w,G,0.0,0.0,68.0,143.0,Stanford,,1968-08-31 00:00:00,0000-00-00,,0.0,0.4057847005418996,,1.0,UTA,WNBA,0.0,0.0,0.4166666666666667,,0.0,,,,
azzije01w,G,0.0,0.0,68.0,143.0,Stanford,,1968-08-31 00:00:00,0000-00-00,,0.0,0.1421235654062819,-0.6052907265158551,2.0,UTA,WNBA,1.0,0.0,0.5135135135135135,0.2857142857142857,0.0,,,,
azzije01w,G,0.0,0.0,68.0,143.0,Stanford,,1968-08-31 00:00:00,0000-00-00,,0.0,0.2722440512360921,0.1549912715213208,3.0,UTA,WNBA,0.0,0.0,0.4456521739130434,0.3684210526315789,0.0,,,,
azzije01w,G,0.0,0.0,68.0,143.0,Stanford,,1968-08-31 00:00:00,0000-00-00,,0.0,-0.1912948522767986,,4.0,SAS,WNBA,2.0,0.0,0.4020618556701031,,0.0,,,,
badertr01w,G,0.0,0.0,64.0,125.0,Boise State,,1973-02-26 00:00:00,0000-00-00,,0.0,-0.2067040040652058,-0.3209776143079256,1.0,CLE,WNBA,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,,,,
badertr01w,G,0.0,0.0,64.0,125.0,Boise State,,1973-02-26 00:00:00,0000-00-00,,0.0,-0.3041497331886558,-1.567544379469168,2.0,CLE,WNBA,0.0,0.0,0.3846153846153846,0.0,0.0,,,,
badertr01w,G,0.0,0.0,64.0,125.0,Boise State,,1973-02-26 00:00:00,0000-00-00,,0.0,-0.8645851366269836,,3.0,CLE,WNBA,0.0,0.0,0.0714285714285714,,0.0,,,,
bakerla01w,G,0.0,0.0,67.0,140.0,California,,1968-12-18 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
bakersh01w,G,0.0,0.0,68.0,125.0,Georgia,,1982-12-03 00:00:00,0000-00-00,,0.0,0.1767717089115456,,7.0,NYL,WNBA,0.0,0.0,0.2727272727272727,,0.0,,,,
bakersh01w,G,0.0,0.0,68.0,125.0,Georgia,,1982-12-03 00:00:00,0000-00-00,,0.0,0.3705706698469062,,8.0,LAS,WNBA,1.0,0.0,0.2121212121212121,,0.0,,,,
bakersh01w,G,0.0,0.0,68.0,125.0,Georgia,,1982-12-03 00:00:00,0000-00-00,,0.0,0.9935272647173692,,8.0,NYL,WNBA,0.0,0.0,1.0,,0.0,,,,
bakersh01w,G,0.0,0.0,68.0,125.0,Georgia,,1982-12-03 00:00:00,0000-00-00,,0.0,1.0262098805712494,,9.0,IND,WNBA,0.0,0.0,0.0,,0.0,,,,
bakersh01w,G,0.0,0.0,68.0,125.0,Georgia,,1982-12-03 00:00:00,0000-00-00,,0.0,2.934972206485172,,10.0,DET,WNBA,0.0,0.0,,,0.0,,,,
balesal01w,C,0.0,0.0,79.0,218.0,Duke,,1985-04-04 00:00:00,0000-00-00,,0.0,0.9563794005436131,-1.6500377683401328,8.0,IND,WNBA,0.0,0.0,,,0.0,,,,
balesal01w,C,0.0,0.0,79.0,218.0,Duke,,1985-04-04 00:00:00,0000-00-00,,0.0,0.389771018116147,,9.0,ATL,WNBA,0.0,0.0,0.3333333333333333,,0.0,,,,
balesal01w,C,0.0,0.0,79.0,218.0,Duke,,1985-04-04 00:00:00,0000-00-00,,0.0,0.4577987191286541,,9.0,IND,WNBA,0.0,0.0,0.4,,0.0,,,,
banchrh01w,C,0.0,0.0,75.0,185.0,Washington,,1973-05-01 00:00:00,0000-00-00,,0.0,-1.214117234751547,,1.0,SAC,WNBA,0.0,0.0,0.0,,0.0,,,,
baranel01w,F,0.0,0.0,77.0,182.0,Academy of Sport Moscow,,1972-01-28 00:00:00,0000-00-00,,0.0,0.7937819909944603,0.4040173971883244,2.0,MIA,WNBA,2.0,0.0,0.375,0.5454545454545454,0.0,,,,
baranel01w,F,0.0,0.0,77.0,182.0,Academy of Sport Moscow,,1972-01-28 00:00:00,0000-00-00,,0.0,0.5975310326251326,,4.0,NYL,WNBA,0.0,0.0,0.3626373626373626,,0.0,,,,
baranel01w,F,0.0,0.0,77.0,182.0,Academy of Sport Moscow,,1972-01-28 00:00:00,0000-00-00,,0.0,0.8600990053366969,0.0758129306965709,5.0,NYL,WNBA,0.0,0.0,0.4608695652173913,0.3076923076923077,0.0,,,,
baranel01w,F,0.0,0.0,77.0,182.0,Academy of Sport Moscow,,1972-01-28 00:00:00,0000-00-00,,0.0,0.5366176306949414,-0.1395590808514407,6.0,NYL,WNBA,1.0,0.0,0.388235294117647,0.3333333333333333,0.0,,,,
barksla01w,G,0.0,0.0,70.0,156.0,North Carolina,,1979-10-03 00:00:00,0000-00-00,,0.0,-1.2739076066121635,,2.0,POR,WNBA,0.0,0.0,0.0,,0.0,,,,
barksla01w,G,0.0,0.0,70.0,156.0,North Carolina,,1979-10-03 00:00:00,0000-00-00,,0.0,-0.1487297314807954,,3.0,POR,WNBA,0.0,0.0,0.2272727272727272,,0.0,,,,
barksla01w,G,0.0,0.0,70.0,156.0,North Carolina,,1979-10-03 00:00:00,0000-00-00,,0.0,-0.7573852274829483,,4.0,SAS,WNBA,0.0,0.0,0.2884615384615384,,0.0,,,,
barnead01w,F,0.0,0.0,71.0,165.0,Arizona,,1977-02-03 00:00:00,0000-00-00,,0.0,1.1276723297892643,0.4101817383347267,1.0,CLE,WNBA,0.0,0.0,0.0,0.0,0.0,,,,
barnead01w,F,0.0,0.0,71.0,165.0,Arizona,,1977-02-03 00:00:00,0000-00-00,,0.0,3.336594401306485,,2.0,CLE,WNBA,0.0,0.0,,,0.0,,,,
barnead01w,F,0.0,0.0,71.0,165.0,Arizona,,1977-02-03 00:00:00,0000-00-00,,0.0,-0.2186216924475034,-0.3463883983669816,3.0,SEA,WNBA,1.0,0.0,0.25,0.5,0.0,,,,
barnead01w,F,0.0,0.0,71.0,165.0,Arizona,,1977-02-03 00:00:00,0000-00-00,,0.0,-0.1177087743277004,,4.0,SEA,WNBA,1.0,0.0,0.3870967741935484,,0.0,,,,
barnead01w,F,0.0,0.0,71.0,165.0,Arizona,,1977-02-03 00:00:00,0000-00-00,,0.0,-0.2292617314255546,-0.2038814758645246,5.0,SEA,WNBA,0.0,0.0,0.5,,0.0,,,,
barnequ01w,C,0.0,0.0,77.0,185.0,Indiana,,1976-09-26 00:00:00,0000-00-00,,0.0,-0.4915442301381397,,1.0,SEA,WNBA,2.0,0.0,0.1111111111111111,,0.0,,,,
barnequ01w,C,0.0,0.0,77.0,185.0,Indiana,,1976-09-26 00:00:00,0000-00-00,,0.0,-0.0161340198150319,,2.0,SEA,WNBA,0.0,0.0,1.0,,0.0,,,,
barnequ01w,C,0.0,0.0,77.0,185.0,Indiana,,1976-09-26 00:00:00,0000-00-00,,0.0,-1.3137678545192408,,3.0,PHO,WNBA,0.0,0.0,,,0.0,,,,
bassmi01w,F,0.0,0.0,75.0,184.0,Duke,,1983-12-02 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
batkosu01w,C,0.0,0.0,76.0,203.0,,,1980-12-17 00:00:00,0000-00-00,,0.0,0.607911125382713,-0.4310835785831246,6.0,SEA,WNBA,1.0,0.0,0.2857142857142857,,0.0,,,,
batkosu01w,C,0.0,0.0,76.0,203.0,,,1980-12-17 00:00:00,0000-00-00,,0.0,-0.7633168119929307,0.4369416688927499,10.0,SEA,WNBA,0.0,0.0,0.2727272727272727,0.5384615384615384,0.0,,,,
batteja01w,F,0.0,0.0,73.0,163.0,Notre Dame,,1983-03-26 00:00:00,0000-00-00,,0.0,-1.9961579681458423,,6.0,MIN,WNBA,0.0,0.0,,,0.0,,,,
batteja01w,F,0.0,0.0,73.0,163.0,Notre Dame,,1983-03-26 00:00:00,0000-00-00,,0.0,-0.8317499690137092,-1.339806220449326,7.0,DET,WNBA,0.0,0.0,0.1428571428571428,0.0,0.0,,,,
battlas01w,F,0.0,0.0,72.0,170.0,Connecticut,,1982-05-31 00:00:00,0000-00-00,,0.0,-1.1393792699257763,,6.0,SEA,WNBA,0.0,0.0,,,0.0,,,,
battlas01w,F,0.0,0.0,72.0,170.0,Connecticut,,1982-05-31 00:00:00,0000-00-00,,0.0,0.0706092170227247,,7.0,NYL,WNBA,0.0,0.0,0.3260869565217391,,0.0,,,,
battlas01w,F,0.0,0.0,72.0,170.0,Connecticut,,1982-05-31 00:00:00,0000-00-00,,0.0,0.2508916785835496,-0.5041955317148663,8.0,NYL,WNBA,0.0,0.0,0.3118279569892473,0.0,0.0,,,,
battlas01w,F,0.0,0.0,72.0,170.0,Connecticut,,1982-05-31 00:00:00,0000-00-00,,0.0,0.3221631533337378,0.0459553447919564,9.0,NYL,WNBA,0.0,0.0,0.3666666666666666,0.3333333333333333,0.0,,,,
battlas01w,F,0.0,0.0,72.0,170.0,Connecticut,,1982-05-31 00:00:00,0000-00-00,,0.0,0.1437133816816138,,10.0,NYL,WNBA,0.0,0.0,0.4130434782608695,,0.0,,,,
bauerca01w,F-C,0.0,0.0,76.0,180.0,Montana State,,1972-06-27 00:00:00,0000-00-00,,0.0,-0.8948847216766479,,1.0,CHA,WNBA,1.0,0.0,0.0,,0.0,,,,
bauerca01w,F-C,0.0,0.0,76.0,180.0,Montana State,,1972-06-27 00:00:00,0000-00-00,,0.0,-0.923958077192673,,2.0,WAS,WNBA,0.0,0.0,0.0,,0.0,,,,
bauerca01w,F-C,0.0,0.0,76.0,180.0,Montana State,,1972-06-27 00:00:00,0000-00-00,,0.0,-1.5233335355757656,,3.0,SAC,WNBA,0.0,0.0,,,0.0,,,,
beardal01w,G-F,0.0,0.0,71.0,160.0,Duke,,1982-05-14 00:00:00,0000-00-00,,0.0,0.8517130281203874,0.816303037391783,5.0,WAS,WNBA,0.0,0.0,0.375,0.25,0.0,,,,
beardal01w,G-F,0.0,0.0,71.0,160.0,Duke,,1982-05-14 00:00:00,0000-00-00,,0.0,0.4311488598957618,,6.0,WAS,WNBA,0.0,0.0,0.3168316831683168,,0.0,,,,
beardal01w,G-F,0.0,0.0,71.0,160.0,Duke,,1982-05-14 00:00:00,0000-00-00,,0.0,1.7480325260895588,0.1719556377810757,7.0,WAS,WNBA,4.0,0.0,0.3627450980392157,0.2,0.0,,,,
beardal01w,G-F,0.0,0.0,71.0,160.0,Duke,,1982-05-14 00:00:00,0000-00-00,,0.0,1.0187727004024143,,8.0,WAS,WNBA,2.0,0.0,0.3219178082191781,,0.0,,,,
beardal01w,G-F,0.0,0.0,71.0,160.0,Duke,,1982-05-14 00:00:00,0000-00-00,,0.0,0.5783163490186431,,9.0,WAS,WNBA,2.0,0.0,0.3541666666666667,,0.0,,,,
beardal01w,G-F,0.0,0.0,71.0,160.0,Duke,,1982-05-14 00:00:00,0000-00-00,,0.0,0.7151592312077706,-0.1491751434683953,10.0,WAS,WNBA,2.0,0.0,0.2990654205607476,0.125,0.0,,,,
becenry01w,G,0.0,0.0,66.0,140.0,Arizona State,Scottsdale CC (JC),1971-08-11 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
beckki01w,G,0.0,0.0,68.0,125.0,George Washington,,1985-12-27 00:00:00,0000-00-00,,0.0,0.118843743646426,-1.4165180213823254,9.0,SEA,WNBA,0.0,0.0,0.6666666666666666,0.0,0.0,,,,
bellje01w,F,0.0,0.0,73.0,160.0,Florida International,,1970-05-26 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
bennije01w,F,0.0,0.0,75.0,185.0,Vanderbilt,,1981-10-06 00:00:00,0000-00-00,,0.0,-0.5491409836094343,,6.0,IND,WNBA,0.0,0.0,0.0,,0.0,,,,
berezva01w,C,0.0,0.0,76.0,0.0,Rice,,1986-04-10 00:00:00,0000-00-00,,0.0,-3.871467095223392,,9.0,SAS,WNBA,0.0,0.0,0.0,,0.0,,,,
berggas01w,G,0.0,0.0,70.0,170.0,Illinois,,1976-11-18 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
berrysh01w,F-C,0.0,0.0,75.0,175.0,Iowa,,1967-07-06 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
berthlu01w,F-C,0.0,0.0,74.0,188.0,Old Dominion,,1978-03-31 00:00:00,0000-00-00,,0.0,0.3865208452670398,,3.0,CLE,WNBA,0.0,0.0,0.0,,0.0,,,,
berthlu01w,F-C,0.0,0.0,74.0,188.0,Old Dominion,,1978-03-31 00:00:00,0000-00-00,,0.0,0.5047320126842514,-1.1775312569372112,4.0,CLE,WNBA,0.0,0.0,0.0,,0.0,,,,
berthlu01w,F-C,0.0,0.0,74.0,188.0,Old Dominion,,1978-03-31 00:00:00,0000-00-00,,0.0,-0.3299038996486495,,5.0,HOU,WNBA,1.0,0.0,,,0.0,,,,
berubca01w,F,0.0,0.0,72.0,155.0,Connecticut,,1975-09-02 00:00:00,0000-00-00,,0.0,,,,,,,,,,0.0,,,,
beviltu01w,G,0.0,0.0,67.0,145.0,,,1972-07-19 00:00:00,0000-00-00,Kim Perrot Sportsmanship Award,8.0,-0.2218674705822708,,1.0,POR,WNBA,1.0,0.0,0.2833333333333333,,0.0,,,,
beviltu01w,G,0.0,0.0,67.0,145.0,,,1972-07-19 00:00:00,0000-00-00,Kim Perrot Sportsmanship Award,8.0,0.0795703797452939,,2.0,POR,WNBA,0.0,0.0,0.3150684931506849,,0.0,,,,
beviltu01w,G,0.0,0.0,67.0,145.0,,,1972-07-19 00:00:00,0000-00-00,Kim Perrot Sportsmanship Award,8.0,-0.1821060656609383,,3.0,POR,WNBA,0.0,0.0,0.4166666666666667,,0.0,,,,
