"playerID";"year";"stint";"tmID";"lgID";"GP";"GS";"minutes";"dq";"PostGP";"PostGS";"PostMinutes";"PostDQ";"playerScore";"postPlayerScore";"threeAccuracy";"PostThreeAccuracy"
"badertr01w";2;0;"CLE";"WNBA";19;0;114;0;1;0;4;0;16.5;-0.7;0.38461538461538464;0.0
"badertr01w";3;0;"CLE";"WNBA";18;0;132;0;0;0;0;0;8.5;0.0;0.07142857142857142;
"bakersh01w";7;0;"NYL";"WNBA";34;16;614;0;0;0;0;0;131.20000000000002;0.0;0.2727272727272727;
"bakersh01w";8;2;"LAS";"WNBA";24;11;492;1;0;0;0;0;118.80000000000001;0.0;0.21212121212121213;
"bakersh01w";8;1;"NYL";"WNBA";3;0;13;0;0;0;0;0;4.3;0.0;1.0;
"bakersh01w";9;0;"IND";"WNBA";13;0;110;0;0;0;0;0;36.9;0.0;0.0;
"bakersh01w";10;0;"DET";"WNBA";1;0;11;0;0;0;0;0;6.699999999999999;0.0;;
"balesal01w";8;0;"IND";"WNBA";17;0;169;0;4;0;17;0;54.99999999999999;-3.3;;
"balesal01w";9;2;"ATL";"WNBA";17;9;389;0;0;0;0;0;95.0;0.0;0.3333333333333333;
"balesal01w";9;1;"IND";"WNBA";14;0;126;0;0;0;0;0;31.999999999999993;0.0;0.4;
"banchrh01w";1;0;"SAC";"WNBA";9;0;21;0;0;0;0;0;0.2999999999999998;0.0;0.0;
"baranel01w";2;0;"MIA";"WNBA";32;30;984;2;3;3;105;0;297.29999999999995;29.599999999999994;0.375;0.5454545454545454
"baranel01w";4;0;"NYL";"WNBA";33;7;850;0;0;0;0;0;232.90000000000003;0.0;0.3626373626373626;
"baranel01w";5;0;"NYL";"WNBA";34;33;1048;0;5;5;154;0;326.59999999999997;31.699999999999996;0.4608695652173913;0.3076923076923077
"baranel01w";6;0;"NYL";"WNBA";33;33;953;1;2;2;59;0;252.80000000000007;9.200000000000001;0.38823529411764707;0.3333333333333333
"barksla01w";2;0;"POR";"WNBA";5;0;35;0;0;0;0;0;0.20000000000000018;0.0;0.0;
"barksla01w";3;0;"POR";"WNBA";17;3;285;0;0;0;0;0;47.60000000000002;0.0;0.22727272727272727;
"barksla01w";4;0;"SAS";"WNBA";26;0;168;0;0;0;0;0;13.400000000000013;0.0;0.28846153846153844;
"barnead01w";1;0;"CLE";"WNBA";5;0;18;0;4;0;6;0;6.299999999999997;1.7000000000000002;0.0;0.0
"barnead01w";2;0;"CLE";"WNBA";3;0;3;0;0;0;0;0;2.0;0.0;;
"barnead01w";3;0;"SEA";"WNBA";26;17;493;1;2;2;50;0;77.39999999999998;5.399999999999999;0.25;0.5
"barnead01w";4;0;"SEA";"WNBA";16;16;396;1;0;0;0;0;67.89999999999999;0.0;0.3870967741935484;
"barnead01w";5;0;"SEA";"WNBA";34;2;402;0;6;0;39;0;62.500000000000014;5.5;0.5;
"barnequ01w";1;0;"SEA";"WNBA";31;23;705;2;0;0;0;0;83.09999999999997;0.0;0.1111111111111111;
"barnequ01w";2;0;"SEA";"WNBA";20;3;229;0;0;0;0;0;42.6;0.0;1.0;
"barnequ01w";3;0;"PHO";"WNBA";2;0;13;0;0;0;0;0;5.551115123125783E-16;0.0;;
"batkosu01w";6;0;"SEA";"WNBA";29;0;461;1;3;0;43;0;127.0;3.8000000000000007;0.2857142857142857;
"batkosu01w";10;0;"SEA";"WNBA";20;0;147;0;3;0;86;0;11.600000000000001;24.900000000000006;0.2727272727272727;0.5384615384615384
"batteja01w";6;0;"MIN";"WNBA";8;0;46;0;0;0;0;0;-4.5;0.0;;
"batteja01w";7;0;"DET";"WNBA";26;1;178;0;4;0;9;0;12.300000000000004;-1.1;0.14285714285714285;0.0
"battlas01w";6;0;"SEA";"WNBA";2;0;8;0;0;0;0;0;0.20000000000000018;0.0;;
"battlas01w";7;0;"NYL";"WNBA";33;2;455;0;0;0;0;0;90.29999999999998;0.0;0.32608695652173914;
"battlas01w";8;0;"NYL";"WNBA";34;5;757;0;3;0;63;0;169.8;4.500000000000001;0.3118279569892473;0.0
"battlas01w";9;0;"NYL";"WNBA";34;0;336;0;6;0;93;0;78.80000000000001;18.5;0.36666666666666664;0.3333333333333333
"battlas01w";10;0;"NYL";"WNBA";34;3;548;0;0;0;0;0;114.5;0.0;0.41304347826086957;
"bauerca01w";1;0;"CHA";"WNBA";29;18;398;1;0;0;0;0;23.899999999999977;0.0;0.0;
"bauerca01w";2;0;"WAS";"WNBA";15;0;102;0;0;0;0;0;5.699999999999999;0.0;0.0;
"bauerca01w";3;0;"SAC";"WNBA";25;2;233;0;0;0;0;0;-7.0000000000000036;0.0;;
"beardal01w";5;0;"WAS";"WNBA";34;34;1025;0;3;3;102;0;318.2;38.5;0.375;0.25
"beardal01w";6;0;"WAS";"WNBA";30;30;1015;0;0;0;0;0;253.90000000000003;0.0;0.31683168316831684;
"beardal01w";7;0;"WAS";"WNBA";32;32;994;4;2;2;64;0;436.30000000000007;14.600000000000001;0.3627450980392157;0.2
"beardal01w";8;0;"WAS";"WNBA";33;33;1169;2;0;0;0;0;390.9000000000001;0.0;0.3219178082191781;
"beardal01w";9;0;"WAS";"WNBA";33;33;1092;2;0;0;0;0;296.19999999999993;0.0;0.3541666666666667;
"beardal01w";10;0;"WAS";"WNBA";31;30;985;2;2;2;54;0;286.50000000000006;8.299999999999999;0.29906542056074764;0.125
"beckki01w";9;0;"SEA";"WNBA";17;0;93;0;2;0;5;0;19.099999999999998;-0.7;0.6666666666666666;0.0
"bennije01w";6;0;"IND";"WNBA";10;0;52;0;0;0;0;0;5.699999999999999;0.0;0.0;
"berezva01w";9;0;"SAS";"WNBA";2;0;6;0;0;0;0;0;-2.2;0.0;0.0;
"berthlu01w";3;0;"CLE";"WNBA";5;0;16;0;0;0;0;0;3.8999999999999995;0.0;0.0;
"berthlu01w";4;0;"CLE";"WNBA";22;4;201;0;3;0;13;0;52.39999999999999;-1.0999999999999996;0.0;
"berthlu01w";5;0;"HOU";"WNBA";16;0;134;1;0;0;0;0;18.89999999999999;0.0;;
"beviltu01w";1;0;"POR";"WNBA";32;32;796;1;0;0;0;0;124.60000000000002;0.0;0.2833333333333333;
"beviltu01w";2;0;"POR";"WNBA";31;31;788;0;0;0;0;0;157.39999999999995;0.0;0.3150684931506849;
"beviltu01w";3;0;"POR";"WNBA";27;19;421;0;0;0;0;0;68.29999999999998;0.0;0.4166666666666667;
"beviltu01w";4;0;"SEA";"WNBA";31;0;252;0;0;0;0;0;43.60000000000001;0.0;0.38095238095238093;
"beviltu01w";5;0;"SEA";"WNBA";34;0;358;0;8;0;111;0;67.69999999999999;21.499999999999996;0.4230769230769231;0.42857142857142855
"beviltu01w";6;0;"IND";"WNBA";31;31;873;0;4;4;152;0;158.9;15.599999999999998;0.3793103448275862;0.42857142857142855
"beviltu01w";7;0;"IND";"WNBA";34;34;999;0;2;2;62;0;189.2;3.400000000000001;0.3113207547169811;0.3333333333333333
"beviltu01w";8;0;"IND";"WNBA";34;34;901;0;6;6;215;1;160.7;33.900000000000006;0.3707865168539326;0.2857142857142857
"beviltu01w";9;0;"IND";"WNBA";30;30;876;0;3;3;94;0;153.90000000000003;13.400000000000006;0.33707865168539325;0.2777777777777778
"beviltu01w";10;0;"IND";"WNBA";34;32;861;0;10;10;224;0;187.9;36.500000000000014;0.34579439252336447;0.3125
"bibbyje01w";1;0;"NYL";"WNBA";17;0;69;0;3;0;8;0;4.599999999999994;2.8;0.3333333333333333;
"bibrzag01w";5;0;"SAS";"WNBA";24;9;465;0;0;0;0;0;91.2;0.0;0.30952380952380953;
"bibrzag01w";7;0;"SAS";"WNBA";32;22;751;0;0;0;0;0;217.69999999999993;0.0;0.3503184713375796;
"birdsu01w";3;0;"SEA";"WNBA";32;32;1121;0;2;2;73;0;349.2;22.200000000000003;0.4014084507042254;0.2727272727272727
"birdsu01w";4;0;"SEA";"WNBA";34;34;1136;0;0;0;0;0;338.5;0.0;0.35;
"birdsu01w";5;0;"SEA";"WNBA";34;34;1136;0;8;8;233;0;384.09999999999997;62.5;0.4383561643835616;0.3
"birdsu01w";6;0;"SEA";"WNBA";30;30;1020;0;3;3;103;0;287.20000000000005;14.700000000000003;0.4368932038834951;0.13333333333333333
"birdsu01w";7;0;"SEA";"WNBA";34;34;1065;1;3;3;106;0;313.20000000000005;21.600000000000005;0.3660130718954248;0.3333333333333333
"birdsu01w";8;0;"SEA";"WNBA";29;29;919;0;2;2;71;0;239.0;25.199999999999996;0.3383458646616541;0.5833333333333334
"birdsu01w";9;0;"SEA";"WNBA";33;33;1111;0;3;3;111;0;334.20000000000005;38.4;0.34306569343065696;0.29411764705882354
"birdsu01w";10;0;"SEA";"WNBA";31;31;1101;0;3;3;109;0;293.9000000000001;22.0;0.36;0.4166666666666667
"bjorkte01w";5;0;"CHA";"WNBA";4;0;13;0;0;0;0;0;-1.0999999999999996;0.0;;
"blackch01w";10;0;"CON";"WNBA";33;8;428;1;0;0;0;0;78.20000000000002;0.0;0.0;
"blackde01w";1;0;"MIA";"WNBA";32;32;820;0;0;0;0;0;144.29999999999998;0.0;0.21428571428571427;
"blackde01w";2;0;"MIA";"WNBA";32;32;946;0;3;3;95;0;218.5999999999999;18.4;0.15;0.0
"blackde01w";3;0;"MIA";"WNBA";32;32;899;1;0;0;0;0;213.09999999999997;0.0;0.0;
"blackde01w";4;0;"CON";"WNBA";34;0;373;0;4;0;29;0;59.89999999999999;6.2;0.3333333333333333;
"blackde01w";5;0;"CON";"WNBA";31;4;347;0;8;0;73;0;64.70000000000002;3.0;0.0;1.0
"blodgci01w";1;0;"SAC";"WNBA";20;0;133;0;0;0;0;0;21.5;0.0;0.2857142857142857;
"blodgci01w";2;0;"SAC";"WNBA";11;0;72;0;2;0;7;0;19.500000000000007;3.5;0.5333333333333333;0.5
"blueni01w";7;0;"WAS";"WNBA";24;0;181;0;1;0;3;0;39.00000000000001;0.6000000000000001;0.08333333333333333;0.0
"blueni01w";8;0;"WAS";"WNBA";30;1;420;0;0;0;0;0;67.2;0.0;0.2222222222222222;
"blueni01w";9;0;"WAS";"WNBA";26;22;537;0;0;0;0;0;62.60000000000002;0.0;0.4375;
"blueni01w";10;0;"WAS";"WNBA";16;0;91;0;0;0;0;0;10.200000000000003;0.0;0.3333333333333333;
"blueoc01w";4;0;"HOU";"WNBA";16;0;37;0;1;0;4;0;0.0;-2.0;;
"blueoc01w";5;0;"HOU";"WNBA";13;3;155;0;0;0;0;0;25.200000000000003;0.0;0.0;
"bobbish01w";9;0;"LAS";"WNBA";26;17;552;0;6;6;127;0;64.0;7.699999999999996;0.28169014084507044;0.3157894736842105
"bobbish01w";10;0;"LAS";"WNBA";33;3;353;0;3;0;11;0;41.70000000000002;-4.7;0.21621621621621623;0.0
"boddiwh01w";10;0;"SAC";"WNBA";4;0;9;0;0;0;0;0;1.3000000000000003;0.0;;
"boltoru01w";1;0;"SAC";"WNBA";29;29;868;0;2;2;70;0;221.8;26.20000000000001;0.3125;0.2857142857142857
"boltoru01w";2;0;"SAC";"WNBA";31;0;582;0;5;0;121;0;141.29999999999998;37.1;0.36363636363636365;0.391304347826087
"boltoru01w";3;0;"SAC";"WNBA";32;1;737;0;0;0;0;0;217.69999999999996;0.0;0.32575757575757575;
"boltoru01w";4;0;"SAC";"WNBA";33;0;521;0;6;0;91;0;86.30000000000003;-1.2000000000000002;0.19387755102040816;0.25
"boltoru01w";5;0;"SAC";"WNBA";34;4;469;0;6;0;53;0;106.19999999999999;0.6999999999999984;0.4050632911392405;0.0
"bondla01w";7;0;"CHA";"WNBA";34;5;614;1;0;0;0;0;95.59999999999997;0.0;0.21739130434782608;
"bondla01w";9;0;"IND";"WNBA";32;1;325;0;0;0;0;0;13.600000000000009;0.0;0.21428571428571427;
"bonfisu01w";3;0;"PHO";"WNBA";22;6;306;0;0;0;0;0;71.1;0.0;0.0;
"bonnede01w";10;0;"PHO";"WNBA";34;0;724;0;11;0;186;0;300.00000000000006;79.89999999999999;0.15384615384615385;0.0
"bowenli01w";8;0;"NYL";"WNBA";6;1;37;0;0;0;0;0;0.4999999999999991;0.0;0.5;
"boydca01w";2;0;"DET";"WNBA";21;0;230;0;0;0;0;0;41.70000000000002;0.0;0.3055555555555556;
"braxtka01w";6;0;"DET";"WNBA";33;2;455;0;2;0;36;0;108.5;4.1;0.0;
"braxtka01w";7;0;"DET";"WNBA";34;1;359;1;10;0;123;0;64.49999999999996;18.200000000000003;0.0;
"braxtka01w";8;0;"DET";"WNBA";31;20;545;2;11;0;170;0;110.79999999999995;48.30000000000001;;0.0
"braxtka01w";9;0;"DET";"WNBA";33;10;590;1;9;9;180;0;177.70000000000002;52.60000000000001;0.0;
"braxtka01w";10;0;"DET";"WNBA";28;2;504;0;5;0;96;0;199.1;40.5;;
"brazian01w";1;0;"CHA";"WNBA";22;3;203;0;0;0;0;0;20.400000000000006;0.0;;
"brazian01w";2;0;"IND";"WNBA";23;0;341;0;0;0;0;0;87.0;0.0;0.0;
"bristre01w";2;0;"CHA";"WNBA";1;0;5;0;0;0;0;0;-0.30000000000000004;0.0;;
"brogami01w";1;0;"PHO";"WNBA";28;23;725;0;2;2;52;0;183.3;13.799999999999997;0.32;0.25
"brondsa01w";2;0;"MIA";"WNBA";29;29;850;0;3;3;107;0;211.30000000000004;18.900000000000002;0.3939393939393939;0.3
"brondsa01w";3;0;"MIA";"WNBA";30;23;763;0;0;0;0;0;130.90000000000003;0.0;0.3181818181818182;
"brondsa01w";4;0;"SEA";"WNBA";34;34;975;0;0;0;0;0;171.90000000000003;0.0;0.4375;
"brownco01w";4;0;"IND";"WNBA";30;2;522;0;0;0;0;0;107.80000000000001;0.0;0.36;
"brownco01w";5;0;"IND";"WNBA";26;0;398;0;0;0;0;0;48.0;0.0;0.35714285714285715;
"brownco01w";6;0;"IND";"WNBA";6;0;23;0;0;0;0;0;3.5999999999999996;0.0;0.4;
"brownco01w";7;0;"CHI";"WNBA";15;2;252;0;0;0;0;0;25.099999999999994;0.0;0.2727272727272727;
"browned01w";1;0;"DET";"WNBA";32;7;619;0;0;0;0;0;109.1;0.0;0.25;
"browned01w";2;0;"DET";"WNBA";32;14;800;1;0;0;0;0;143.70000000000005;0.0;0.37735849056603776;
"browned01w";3;0;"DET";"WNBA";28;7;549;0;0;0;0;0;54.39999999999999;0.0;0.5;
"browned01w";4;0;"PHO";"WNBA";34;6;524;0;0;0;0;0;71.40000000000003;0.0;0.0;
"browned01w";7;0;"HOU";"WNBA";4;0;28;0;0;0;0;0;1.4000000000000004;0.0;;
"brownki01w";3;0;"WAS";"WNBA";18;0;108;0;2;0;15;0;13.7;4.800000000000001;0.09090909090909091;0.0
"brownki01w";4;0;"WAS";"WNBA";27;0;269;0;0;0;0;0;32.89999999999999;0.0;0.30303030303030304;
"brownki01w";5;0;"WAS";"WNBA";26;0;371;0;2;0;3;0;76.19999999999999;2.7;0.4642857142857143;1.0
"brownki01w";6;2;"HOU";"WNBA";4;0;18;0;1;0;1;0;0.30000000000000027;1.6;;
"brownki01w";6;1;"WAS";"WNBA";2;0;14;0;0;0;0;0;1.0;0.0;0.0;
"brownki01w";7;0;"NYL";"WNBA";16;0;58;0;0;0;0;0;13.7;0.0;0.25;
"brownki01w";8;2;"LAS";"WNBA";27;0;327;0;0;0;0;0;104.49999999999997;0.0;0.45;
"brownki01w";8;1;"MIN";"WNBA";3;0;29;0;0;0;0;0;6.100000000000001;0.0;0.3333333333333333;
"brownki01w";9;0;"LAS";"WNBA";32;17;530;0;4;3;32;0;106.1;7.299999999999999;0.34328358208955223;0.3333333333333333
"brownki01w";10;0;"CON";"WNBA";34;0;393;0;0;0;0;0;79.9;0.0;0.3333333333333333;
"brownru01w";1;0;"CLE";"WNBA";30;22;679;0;6;6;167;0;199.8;58.10000000000001;0.5;0.0
"brownru01w";2;0;"CLE";"WNBA";30;24;760;1;3;1;62;0;216.0;23.599999999999998;1.0;
"brownru01w";3;0;"CLE";"WNBA";28;2;468;0;0;0;0;0;70.30000000000001;0.0;0.0;
"brownru01w";4;0;"CHA";"WNBA";34;5;483;1;2;1;46;0;78.89999999999996;5.700000000000001;0.0;
"brumfma01w";1;0;"MIN";"WNBA";32;17;613;1;0;0;0;0;78.50000000000003;0.0;0.1111111111111111;
"brumfma01w";2;0;"MIA";"WNBA";27;0;247;0;2;0;4;0;27.099999999999994;2.0;0.3333333333333333;0.0
"brumfma01w";4;0;"CHA";"WNBA";25;0;123;0;2;0;7;0;12.899999999999999;0.8999999999999999;0.0;
"brungje01w";5;0;"CON";"WNBA";33;0;314;0;8;0;101;0;35.900000000000006;5.1;0.2631578947368421;0.2
"brungje01w";6;0;"CON";"WNBA";12;0;47;0;0;0;0;0;-3.9000000000000004;0.0;0.0;
"brungje01w";7;0;"CON";"WNBA";4;0;7;0;0;0;0;0;-1.0;0.0;;
"brunsre01w";5;0;"SAC";"WNBA";34;1;494;0;6;0;80;0;122.0;17.2;;
"brunsre01w";6;0;"SAC";"WNBA";34;16;722;0;8;8;194;0;189.39999999999998;36.8;;
"brunsre01w";7;0;"SAC";"WNBA";34;14;597;0;9;0;154;0;179.90000000000003;27.900000000000013;;0.0
"brunsre01w";8;0;"SAC";"WNBA";33;29;932;0;3;3;88;0;342.0;41.0;0.0;
"brunsre01w";9;0;"SAC";"WNBA";30;30;779;0;0;0;0;0;254.8;0.0;;
"brunsre01w";10;0;"SAC";"WNBA";27;17;665;0;0;0;0;0;266.40000000000003;0.0;0.0;
"bullevi01w";1;0;"WAS";"WNBA";32;32;1094;0;2;2;69;0;298.59999999999997;30.1;0.3235294117647059;0.5714285714285714
"bullevi01w";2;0;"WAS";"WNBA";32;32;1073;0;0;0;0;0;247.60000000000002;0.0;0.296875;
"bullevi01w";3;0;"WAS";"WNBA";32;32;953;0;5;5;110;0;248.19999999999993;20.9;0.3958333333333333;0.14285714285714285
"burgean01w";2;0;"WAS";"WNBA";31;27;731;0;0;0;0;0;84.30000000000004;0.0;0.2978723404255319;
"burgean01w";3;0;"WAS";"WNBA";26;26;632;0;5;5;160;0;136.20000000000002;29.499999999999993;0.36363636363636365;0.25
"burgean01w";4;0;"WAS";"WNBA";34;33;841;1;0;0;0;0;121.79999999999995;0.0;0.27586206896551724;
"burgeli01w";1;0;"SAC";"WNBA";5;0;41;0;1;0;8;0;4.599999999999998;4.699999999999999;;
"burraal01w";1;0;"POR";"WNBA";21;4;314;0;0;0;0;0;96.19999999999999;0.0;;
"burraal01w";2;0;"POR";"WNBA";26;1;272;0;0;0;0;0;58.89999999999998;0.0;;
"burraal01w";3;0;"POR";"WNBA";32;24;633;0;0;0;0;0;203.90000000000003;0.0;;
"burraal01w";4;0;"SEA";"WNBA";27;2;270;0;0;0;0;0;40.19999999999999;0.0;;
"burseja01w";2;0;"MIN";"WNBA";20;0;169;0;0;0;0;0;27.60000000000001;0.0;0.0;
"burseja01w";3;0;"MIN";"WNBA";31;2;344;0;0;0;0;0;39.900000000000006;0.0;0.0;
"burseja01w";4;0;"MIN";"WNBA";29;14;438;2;3;3;42;0;141.4;11.099999999999998;0.0;
"burseja01w";5;0;"SEA";"WNBA";29;0;514;2;8;0;109;0;103.0;23.799999999999994;;
"burseja01w";6;0;"SEA";"WNBA";34;34;859;6;3;3;90;0;227.5;26.6;;
"burseja01w";7;0;"SEA";"WNBA";27;27;737;1;3;3;81;1;213.2;19.6;1.0;
"burseja01w";8;0;"SEA";"WNBA";29;29;709;0;0;0;0;0;163.1;0.0;0.0;
"burseja01w";10;0;"SEA";"WNBA";34;8;541;1;3;3;32;1;157.49999999999997;-5.3999999999999995;;
"buttsta01w";5;0;"MIN";"WNBA";30;0;423;1;1;0;1;0;51.39999999999999;-2.4;0.2702702702702703;
"byearla01w";1;0;"SAC";"WNBA";32;0;521;1;2;0;12;0;141.1;0.9;0.5;
"byearla01w";2;0;"LAS";"WNBA";32;13;739;4;7;0;102;0;262.2;35.199999999999996;0.3333333333333333;
"byearla01w";3;0;"LAS";"WNBA";26;5;486;4;6;2;128;0;160.70000000000005;36.1;;
"byearla01w";4;0;"LAS";"WNBA";5;0;72;0;0;0;0;0;20.399999999999995;0.0;0.0;
"byearla01w";7;0;"WAS";"WNBA";26;0;330;2;0;0;0;0;57.8;0.0;;
